stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
462,462,Lawrenceville Hwy & Don Pedro OB,,33.904026,-84.115882,,,0,,0
463,463,Lawrenceville Hwy & Lilburn School Rd,,33.88955,-84.151568,,,0,,0
464,464,Lawrenceville Hwy & Lilburn School Rd OB,,33.889748,-84.151591,,,0,,0
465,465,Lawrenceville Hwy & Linda Dr,,33.870972,-84.175867,,,0,,0
466,466,Lawrenceville Hwy & Mimosa Cir IB,,33.872824,-84.173609,,,0,,0
467,467,Lawrenceville Hwy & KED Plasma US OB,,33.87217,-84.174709,,,0,,0
468,468,Lawrenceville Suwanee Rd & Old Norcross ,,33.956686,-84.018225,,,0,,0
469,469,Lawrenceville Hwy & PepBoys,,33.90499,-84.112638,,,0,,0
470,470,Lawrenceville Hwy & Pizza Hut,,33.938602,-84.018109,,,0,,0
471,471,Lawrenceville Hwy & US Postal,,33.900698,-84.127303,,,0,,0
472,472,Lawrenceville Hwy & Pounds Rd,,33.868545,-84.179166,,,0,,0
473,473,Lawrenceville Hwy & Braxton Pl,,33.868889,-84.178954,,,0,,0
475,475,Lawrenceville Hwy & Providence,,33.899788,-84.133519,,,0,,0
476,476,Lawrenceville Suwanee & Radio Shack,,33.935493,-84.028219,,,0,,0
477,477,Lawrenceville Hwy & Shell/Lilburn Animal,,33.889714,-84.14468,,,0,,0
478,478,Lawrenceville Hwy & Summerwalk Pkwy,,33.867456,-84.182194,,,0,,0
479,479,Lawrenceville Hwy & Stone Center OB,,33.867797,-84.181982,,,0,,0
480,480,Lawrenceville Hwy & Citgo Gas Station,,33.867317,-84.186794,,,0,,0
481,481,Lawrenceville Hwy & Rockbridge Rd (Walgr,,33.883544,-84.161388,,,0,,0
485,485,Lawrenceville Hwy & Arcado Rd IB,,33.902626,-84.122304,,,0,,0
486,486,Lawrenceville Hwy & Popeyes OB,,33.903718,-84.118255,,,0,,0
487,487,Lawrenceville Hwy & Lawrenceville Pediat,,33.941921,-84.012936,,,0,,0
488,488,Lawrenceville Hwy & Pizza Hut IB,,33.903504,-84.117996,,,0,,0
489,489,Lawrenceville Hwy & Little Ceasars,,33.939745,-84.015852,,,0,,0
493,493,Live OakPkwy & Live Oak Center,,33.909391,-84.199538,,,0,,0
494,494,Live Oak Pkwy & Fire Department,,33.911856,-84.200697,,,0,,0
495,495,Live Oak Pkwy at Live Oak Plaza IB,,33.907874,-84.20235,,,0,,0
496,496,Live Oak Pkwy & Salvation Army,,33.91061,-84.199694,,,0,,0
497,497,McDonough Dr & DACA Specialty Svc OB,,33.904115,-84.219756,,,0,,0
498,498,McDonough Dr & Webb Dr OB,,33.904893,-84.218495,,,0,,0
499,499,McDonough Dr & Young Ct OB,,33.907038,-84.215805,,,0,,0
504,504,McDonough Dr & Dawson Blvd (Rooms2Go),,33.909766,-84.209671,,,0,,0
505,505,McDonough Dr & Fit Food (across),,33.908174,-84.213435,,,0,,0
506,506,McDonough Dr & Fit Food IB,,33.908221,-84.213561,,,0,,0
507,507,McDonough Dr & DACA Specialty Svc IB,,33.90413,-84.220036,,,0,,0
508,508,McDonough Dr & Webb Dr (APEX),,33.905414,-84.21809,,,0,,0
509,509,McDonough Dr & Wilwat Dr (past street),,33.909137,-84.211414,,,0,,0
510,510,McDonough Dr & Young Ct IB,,33.907281,-84.215593,,,0,,0
511,511,Steve Reynolds Blvd at Meadow Creek HS,,33.923513,-84.147053,,,0,,0
513,513,Medlock Bridge Rd & Animal Hospital,,33.957137,-84.208188,,,0,,0
514,514,Medlock Bridge Rd & Chevron Gas Station,,33.962064,-84.208582,,,0,,0
515,515,Medlock Bridge Rd & Medlock Corners Dr,,33.963603,-84.208383,,,0,,0
516,516,Medlock Bridge Rd & Thai Star Restaurant,,33.960022,-84.208526,,,0,,0
520,600037,Mitchell Street Southwest at Central Avenue Southwest,,33.749667,-84.390799,,,0,,0
521,521,Mitchell Rd & Everglades Tr,,33.93476,-84.202378,,,0,,0
522,522,Mithcell Rd & Goodwick Way (across),,33.928291,-84.196165,,,0,,0
523,523,Mitchell Rd & Goodwick Way,,33.928391,-84.195984,,,0,,0
524,524,Mitchell Rd & Co-Op Ministry,,33.931958,-84.200735,,,0,,0
525,525,Mitchell Rd & Co-Op Ministry,,33.932031,-84.200562,,,0,,0
527,527,Mitchell Rd & Price Pl,,33.938374,-84.206004,,,0,,0
528,528,Mitchell Rd & Everglades Tr (Shell),,33.934653,-84.202516,,,0,,0
529,529,Mitchell Rd & Station Cir (across),,33.926394,-84.194557,,,0,,0
530,530,Mitchell Rd & Station Cir,,33.926368,-84.19434,,,0,,0
533,533,Martin Luther King Jr Dr & Peachtree St,,33.751922,-84.391716,,,0,,0
534,600040,Central Avenue at Martin Luther King Junior Drive,,33.751302,-84.389382,,,0,,0
535,535,Martin Luther King Jr. Federal Building,,33.752241,-84.39396,,,0,,0
536,536,Old Norcross Rd & Monfort Rd,,33.954532,-84.020946,,,0,,0
537,537,Nash St & Culver St,,33.950503,-83.990013,,,0,,0
538,538,Langley Dr & Constitutional Blvd IB,,33.949815,-83.992276,,,0,,0
539,539,Nash St & Stone Mountain St,,33.95026,-83.990013,,,0,,0
540,540,N Berkeley Lake Rd & The Estates Apts IB,,33.971261,-84.155421,,,0,,0
541,541,N Berkeley Lake Rd & Marquis @ Nberkeley,,33.968742,-84.1515,,,0,,0
542,542,N Berkeley Lake Road & Wal-Mart,,33.96889,-84.149369,,,0,,0
545,545,Old Norcross Rd & Cntry @Sugarloaf Apts,,33.953845,-84.044182,,,0,,0
546,546,Old Norcross Rd & Benefield Elementary,,33.954167,-84.031914,,,0,,0
547,547,Old Norcross Rd & 3100 Curtis Building,,33.955971,-84.105679,,,0,,0
549,549,Old Norcross Rd & Averritt (across) IB,,33.953719,-84.023933,,,0,,0
551,551,Old Norcross Rd & Discovery HS IB,,33.954335,-84.036771,,,0,,0
552,552,Old Norcross Rd & Old Norcross Plaza,,33.95232,-84.102293,,,0,,0
553,553,Old Norcross Rd & Riverside Pkwy IB,,33.953327,-84.026153,,,0,,0
554,554,Old Norcross Rd & Sugarloaf Pkwy,,33.953132,-84.050643,,,0,,0
555,555,Old Norcross Rd & Sweetwater Rd IB,,33.951724,-84.100866,,,0,,0
556,556,Old Norcross Rd & Tipton Industrial Dr,,33.953845,-84.041956,,,0,,0
557,557,S Norcross Tucker Rd & Graves Rd OB,,33.895631,-84.210279,,,0,,0
558,558,S Norcross Tucker Rd & Checkers,,33.901336,-84.205752,,,0,,0
559,559,Norcross Tucker Rd & Crestwood Apts,,33.897556,-84.209023,,,0,,0
560,560,S Norcross Tucker Rd & Danbury Dr OB,,33.899288,-84.207372,,,0,,0
561,561,S Norcross Tucker Rd & Graves Rd,,33.89559,-84.209983,,,0,,0
562,562,S Norcross Tucker Rd & Rest. Las Islitas,,33.901292,-84.206087,,,0,,0
563,563,S Norcorss Tucker Rd & Oakwood Cir,,33.899132,-84.2072,,,0,,0
564,564,Old Norcross Rd & Showroom (Raco Dr),,33.954474,-84.021919,,,0,,0
571,571,Live Oak Pkwy & Brookside Apartments,,33.909378,-84.199281,,,0,,0
572,572,Live Oak Pkwy & Oaklake Office Center,,33.910805,-84.199648,,,0,,0
573,573,Dawson Blvd & Carter Center Plaza,,33.907192,-84.206569,,,0,,0
574,574,Live Oak Pkwy at Lakeside Corporate Ct,,33.912348,-84.200492,,,0,,0
576,576,Oakbrook Pkwy & Oakbrook Dr,,33.915241,-84.197798,,,0,,0
578,578,Oakbrook Pkwy & Oakbrook Lake Dr OB,,33.914291,-84.199791,,,0,,0
579,579,Oakbrook Pkwy & Oakbrook Summit(2nd Ent),,33.915415,-84.198127,,,0,,0
580,580,Old Norcross Rd & Sweetwater Rd OB,,33.95212,-84.102462,,,0,,0
581,581,Old Norcross Rd & Mill Valley Apts,,33.951344,-84.100533,,,0,,0
582,582,Old Norcross Rd at Gwinnett Clinic,,33.957186,-84.109403,,,0,,0
583,583,Old Norcross at the Gwinnett Body Shop,,33.955595,-84.105672,,,0,,0
584,584,Old Norcross Rd & Old Victorian Rd IB,,33.950884,-84.098703,,,0,,0
585,585,Old Norcross Rd & Bridge,,33.953604,-84.041916,,,0,,0
586,586,Old Norcross Rd & Burnham Ridge,,33.953761,-84.039297,,,0,,0
587,587,Old Norcross Rd & Breckinridge Blvd IB,,33.958661,-84.111462,,,0,,0
588,588,Old Norcross Rd & Breckinridge Blvd(WF),,33.958382,-84.111643,,,0,,0
589,589,Old Norcrss Rd & Shell Gas Station,,33.95273,-84.049848,,,0,,0
590,590,Old Norcross at Stephen Gould Corp,,33.954678,-84.104739,,,0,,0
591,591,Old Norcross & Sweetwoods Dr,,33.949306,-84.093645,,,0,,0
593,593,Park Dr & Beaver Ruin Rd IB,,33.933562,-84.153022,,,0,,0
594,594,Park Dr & Beaver Ruin Rd OB,,33.933536,-84.153157,,,0,,0
595,600051,Peachtree Street at 10th Street,,33.781911,-84.384095,,,0,,0
596,600052,Peachtree Street at 14th Street,,33.786206,-84.383221,,,0,,0
597,597,Peachtree Industrial Rd & ADVA OB,,33.954819,-84.221305,,,0,,0
599,599,P'tree Ind Blvd & Peachtree Corners Cir ,,33.952234,-84.226757,,,0,,0
600,600,Peachtree Ind Blvd & The Fields Apts,,33.942717,-84.243342,,,0,,0
604,604,Peachtree Corners Cir & Autumn Trace Dr,,33.947007,-84.251566,,,0,,0
607,607,Peachtree Corners Cir & Corners Ind Cir,,33.941907,-84.250066,,,0,,0
608,608,Peachtree Corners Cir & Elmside Villg Ln,,33.95437,-84.250174,,,0,,0
613,613,Peachtree Pkwy & Hyatt IB,,33.966354,-84.222801,,,0,,0
614,600050,Peachtree Center Avenue at John Wesley Dobbs Avenue,,33.757032,-84.386033,,,0,,0
615,615,Peachtree Corners Cir & Jones Mill Spur ,,33.945535,-84.251131,,,0,,0
616,616,Peachtree Ind Blvd &  Corners @ 1700 Apt,,33.940792,-84.24669,,,0,,0
617,617,Peachtree Corners Cir & Klinect Court (a,,33.952206,-84.251027,,,0,,0
618,618,Peachtree Industrial Blvd & Kingston Ct,,33.941584,-84.24392,,,0,,0
620,620,Peachtree Corners Cir & Muray's,,33.940181,-84.249271,,,0,,0
621,600054,Peachtree Street at North Avenue,,33.770875,-84.385132,,,0,,0
623,623,Peachtree Pkwy & Publix,,33.952211,-84.234155,,,0,,0
624,624,Peachtree Pkwy & Peachtree Corner Cir IB,,33.977353,-84.217574,,,0,,0
626,626,N Peachtree St & Reps Miller Road,,33.954106,-84.20859,,,0,,0
627,627,Peachtree Corners Cir & Pineland Woods D,,33.957175,-84.248858,,,0,,0
628,628,Peachtree Industrial Rd & DIVOTS Sportsw,,33.953787,-84.22377,,,0,,0
629,629,Peachtree Industrail Blvd & Target Plaza,,33.949984,-84.230573,,,0,,0
631,631,Peachtree Corners Cir& Springs Ln,,33.95049,-84.251678,,,0,,0
632,632,Peachtree Pkwy & Weslayan School OB,,33.974073,-84.21939,,,0,,0
633,633,Peachtree Corners Cir & Appletree Way IB,,33.957525,-84.248173,,,0,,0
634,634,Peachtree Corners Cir & Bannor Ln,,33.951069,-84.251135,,,0,,0
635,635,Peachtree Corners Cir & Brandywine Tr,,33.956464,-84.248968,,,0,,0
636,636,Peachtree Corners Cir & Jones Mill Spur ,,33.944953,-84.250665,,,0,,0
637,637,Pechtree Corners Cir & Corners @ 1700 Ap,,33.943687,-84.250311,,,0,,0
638,638,Peachtree Corners Cir & Kilnect Ct,,33.952352,-84.250678,,,0,,0
639,639,Peachtree Corners Cir & FIZZ IB,,33.94074,-84.249252,,,0,,0
640,640,Peachtree Corners Cir & Parton Ct,,33.949603,-84.251576,,,0,,0
642,642,Peachtree Pkwy & Residence Inn Hotel,,33.974073,-84.219819,,,0,,0
643,643,Peachtree Pkwy Plaza IB,,33.970853,-84.220793,,,0,,0
646,646,Philip Blvd & Katherine Oaks Rd,,33.967614,-84.010312,,,0,,0
647,647,Philip Blvd & Walther Rd OB,,33.968584,-84.005681,,,0,,0
648,648,Philip Blvd & Walther Rd IB,,33.968688,-84.00652,,,0,,0
649,649,Philip Blvd & Katherine Oak Ct IB,,33.967677,-84.010446,,,0,,0
650,650,W Pike St & McConnell Dr,,33.963446,-84.007041,,,0,,0
651,651,W Pike St & Buchannan St (Hertz),,33.95857,-84.002043,,,0,,0
652,652,W Pike St & Honeysuckle Ave,,33.957938,-83.999014,,,0,,0
653,653,W Pike St & Old Norcross Rd,,33.960768,-84.004716,,,0,,0
654,654,W Pike St & Phoenix HS,,33.962048,-84.006036,,,0,,0
660,660,Pleasant Hill Rd & Lawrenceville Hwy IB,,33.90811,-84.111799,,,0,,0
661,661,Pleasant Hill Rd & Pleasant Hill Plaza,,33.945792,-84.125362,,,0,,0
662,662,Pleasant Hill Rd & Popeyes OB,,33.946383,-84.126167,,,0,,0
664,664,Mitchell Rd & Price Pl OB,,33.938048,-84.205973,,,0,,0
665,665,Lawrenceville Suwanee Rd & Professional ,,33.960462,-84.020474,,,0,,0
666,666,Prof Dr & Second Four Way Stop Sign IB,,33.961547,-84.018548,,,0,,0
667,667,575 Professional Dr,,33.96501,-84.011449,,,0,,0
670,670,Tech Dr & Food Depot,,33.914784,-84.163662,,,0,,0
672,672,Reps Miller Rd & Race Track,,33.95491,-84.218768,,,0,,0
673,673,3119 Reps Miller Rd Office Park,,33.954364,-84.215086,,,0,,0
674,674,Reps Miller Rd & Wyngate (Reps Ln),,33.953722,-84.212149,,,0,,0
675,675,Old Norcross Rd & Riverside Pkwy OB,,33.953219,-84.02715,,,0,,0
676,676,Old Norcross Rd & Winding River Dr,,33.953578,-84.044135,,,0,,0
677,677,Grayson Hwy & Phillip St (Citgo),,33.945915,-83.985502,,,0,,0
678,678,Satellite Blvd & Marquis @ Sugarloaf IB,,33.981002,-84.092562,,,0,,0
679,679,Satellite Blvd & Satellite Shops,,33.963948,-84.126159,,,0,,0
681,681,Satellite Blvd & Bank of America IB,,33.95969,-84.133028,,,0,,0
682,682,Satellite Blvd & Bridgewater Apts OB,,33.947727,-84.154189,,,0,,0
683,683,Satellite Blvd & I Love Pho Restaurant I,,33.942932,-84.160085,,,0,,0
684,684,Satellite Rd & Pars Cars Sales,,33.964466,-84.126815,,,0,,0
685,685,Satellite Blvd & The Portico Apts IB,,33.948375,-84.152362,,,0,,0
686,686,Satellite Blvd & The Maddox Apts (across,,33.946113,-84.156808,,,0,,0
687,687,Satellite Blvd & Chevy Dealership,,33.963321,-84.122186,,,0,,0
688,688,Satellite Blvd & Chick-fil-A IB,,33.987522,-84.089126,,,0,,0
689,689,Satellite Blvd & Childrens Healthcare IB,,33.967226,-84.101623,,,0,,0
690,690,Satellite & NCR Main Entrance OB,,33.967627,-84.101717,,,0,,0
693,693,Satellite Blvd & Gwinnett Place Ford,,33.961816,-84.11887,,,0,,0
694,694,Satellite Blvd & Evergreen Blvd,,33.965007,-84.108087,,,0,,0
695,695,Satellite Blvd & Golden Corral,,33.963031,-84.122313,,,0,,0
699,699,Satellite Blvd & Hopkins Mill Rd IB,,33.941169,-84.163515,,,0,,0
700,700,Satellite Blvd & Hopkins Mill Rd,,33.941335,-84.163887,,,0,,0
701,701,Satellite Blvd & Satellite Square OB,,33.95655,-84.139188,,,0,,0
702,702,Satellite Blvd & Enterprise Dealer IB,,33.962414,-84.113659,,,0,,0
703,703,Satellite Rd & NCR Office Building OB,,33.962717,-84.113828,,,0,,0
704,704,Satellite Blvd & InTown Suites IB,,33.956097,-84.139323,,,0,,0
708,708,Satellite Blvd & Satellite Point Offices,,33.962664,-84.120331,,,0,,0
710,710,Satellite Blvd & Chow Won Buffet,,33.958114,-84.136558,,,0,,0
711,711,Satellite Blvd & Pond Rd,,33.940515,-84.16711,,,0,,0
712,712,Satellite Blvd & Quicktrip OB,,33.962163,-84.132393,,,0,,0
713,713,Satellite Blvd at Recycling Center IB,,33.947381,-84.154272,,,0,,0
714,714,Satellite Blvd & Steve Reynolds Blvd OB,,33.954648,-84.141897,,,0,,0
715,715,Satellite Blvd & The Eclipse Apts OB,,33.950189,-84.149394,,,0,,0
716,716,Satellite Blvd & Gwinnett Square Apts OB,,33.949172,-84.151445,,,0,,0
719,719,Satellite Blvd & Suzuki Dealership,,33.963551,-84.111042,,,0,,0
720,720,Satellite Blvd at Valley Ridge Ln IB,,33.939937,-84.16755,,,0,,0
721,721,Satellite Blvd & 2180 Satellite Blvd,,33.984399,-84.092431,,,0,,0
722,722,Satellite Blvd & West Liddell IB,,33.951266,-84.14657,,,0,,0
723,723,Satellite Blvd & W Liddell Rd,,33.95128,-84.147099,,,0,,0
727,727,Satellite Blvd & Tandy Key Ln,,33.963566,-84.124399,,,0,,0
729,729,Satellite Blvd & Midas IB,,33.957906,-84.136308,,,0,,0
731,731,Satellite Blvd & BP Gas Station,,33.977971,-84.093137,,,0,,0
732,732,Satellite Blvd & Steve Reynolds Blvd IB,,33.953716,-84.142527,,,0,,0
734,734,Scientific Dr & Peachtree Pkwy (UCI),,33.965359,-84.222879,,,0,,0
736,736,Shackleford Rd & Corporate Dr IB,,33.941298,-84.145905,,,0,,0
737,737,Shackleford Rd & Corporate Dr OB,,33.941555,-84.145698,,,0,,0
738,738,Shackleford Rd & Hotel (Sonesta),,33.948511,-84.130013,,,0,,0
739,739,Park Dr & Shackleford Rd,,33.938766,-84.149614,,,0,,0
740,740,Shackleford Rd & Park Dr,,33.938992,-84.149956,,,0,,0
741,741,Shackleford Rd & Pine Rd (Building),,33.947603,-84.131965,,,0,,0
743,743,Singleton Rd & Church (Iglesia Universal,,33.904044,-84.20315,,,0,,0
744,744,Singleton Rd & Harbins Rd IB,,33.908186,-84.183344,,,0,,0
746,746,Singleton Rd & Pirkle Rd IB,,33.908,-84.192443,,,0,,0
747,747,Singleton Rd & Pirkle Rd OB,,33.90826,-84.191978,,,0,,0
748,748,Singleton Rd & Singleton Valley Cir (1),,33.909511,-84.17842,,,0,,0
749,749,Singleton Rd & Turners Ridge Dr,,33.909906,-84.176956,,,0,,0
750,750,Singleton Rd & Walton Way,,33.908186,-84.189214,,,0,,0
751,751,Singleton Rd & Santa Anna Dr,,33.912729,-84.167313,,,0,,0
752,752,Singleton Rd & Button Gwinnett Pl OB,,33.908302,-84.190782,,,0,,0
753,753,Singleton Rd & Button Gwinnett Pl IB,,33.908132,-84.190485,,,0,,0
754,754,Singleton Rd & Country Downs Dr OB,,33.910656,-84.173459,,,0,,0
759,759,Singleton Rd & Gladiator Drive OB,,33.909091,-84.18062,,,0,,0
760,760,Singleton Rd & Harbins Rd (before light),,33.908456,-84.18307,,,0,,0
761,761,Singleton Rd & Sarah Ct,,33.904034,-84.20269,,,0,,0
762,762,Singleton Rd & Metro Self Storage,,33.913164,-84.165478,,,0,,0
763,763,Singleton Rd & Thompson Pkwy (QT),,33.90515,-84.200703,,,0,,0
764,764,Singleton Rd & Thompson Pkwy,,33.904977,-84.200445,,,0,,0
765,765,Singleton Rd & Reddington Ln OB,,33.910329,-84.174524,,,0,,0
766,766,Singleton Rd & Riva Ridge Dr,,33.911348,-84.169619,,,0,,0
767,767,Singleton Rd & Robin Hill Dr OB,,33.909645,-84.178889,,,0,,0
768,768,Singleton Rd & Sandune Dr (2nd Entrance),,33.91012,-84.174393,,,0,,0
769,769,Singleton Rd & Seattle Slew Ln,,33.91105,-84.170541,,,0,,0
770,770,Singleton Rd & Singleton Valley Cir (2),,33.909695,-84.176797,,,0,,0
771,771,5925 Singleton Rd (across Steeple Chase ,,33.907461,-84.1958,,,0,,0
772,772,Singleton Rd & The Chelsea Apts IB,,33.907346,-84.195467,,,0,,0
773,773,Singleton Rd & Stonewood Dr OB,,33.908435,-84.188492,,,0,,0
774,774,Singleton Rd & Sugarwood Ln,,33.913094,-84.166746,,,0,,0
775,775,Singleton Rd & Texaco Gas Station,,33.913346,-84.163102,,,0,,0
776,776,Singleton Rd & Williams Rd,,33.910678,-84.172643,,,0,,0
778,778,Spalding Dr & Norcross HS (bfr light),,33.967676,-84.214945,,,0,,0
779,779,Spalding Dr & Medlock Bridge Rd (Citgo) ,,33.968566,-84.208072,,,0,,0
780,780,Koger Blvd & St Leo University OB,,33.94839,-84.124274,,,0,,0
781,781,Grayson Hwy & St. Lawrence Church,,33.943778,-83.984257,,,0,,0
784,784,Steve Reynolds Blvd & Chesdan Dr,,33.959271,-84.141744,,,0,,0
785,785,Steve Reynolds Blvd & 7 Coffee Shop OB,,33.958455,-84.141568,,,0,,0
787,787,Steve Reynolds Blvd & Falling Water Ln I,,33.916442,-84.151395,,,0,,0
788,788,Steve Reynolds Blvd & Hillcrest Ct,,33.913275,-84.158648,,,0,,0
789,789,Steve Reynolds Blvd & Old Norcross Rd OB,,33.962247,-84.141585,,,0,,0
790,790,Steve Reynolds Blvd & Oak Loch Tr,,33.914753,-84.154322,,,0,,0
791,791,Steve Reynolds Blvd & Old Norcross Rd,,33.963084,-84.142422,,,0,,0
794,794,Stone Mountian St & Boys & Girls Club OB,,33.940576,-83.994704,,,0,,0
795,795,Stone Mountain St & Piedmont Bank,,33.943196,-83.993863,,,0,,0
796,796,Stone Mountain St & Highgate Dr OB,,33.927018,-84.008194,,,0,,0
797,797,Johnson Rd & Stone Mountain St,,33.924319,-84.009385,,,0,,0
798,798,Stone Mountain St & Liegh Kay Apts OB,,33.929418,-84.002009,,,0,,0
799,799,Stone Mountain Street & Open Field,,33.935723,-83.997654,,,0,,0
800,800,Stone Mountain St & Somerset Dr OB,,33.938248,-83.996084,,,0,,0
801,801,Sugarloaf Pkwy & Taco Bell,,33.955184,-84.05591,,,0,,0
802,802,Sugarloaf Mills Cir by 412/410 P&R,,33.983272,-84.081197,,,0,,0
803,803,Sugarloaf Pkwy & Arbys,,33.955174,-84.053508,,,0,,0
804,804,Sugarloaf Mills Cir & Bass Pro Shop,,33.982386,-84.084422,,,0,,0
805,805,Sugarloaf Pkwy & Bellbrook Ln OB,,33.920576,-84.01078,,,0,,0
806,806,Sugarloaf Pkwy & Cisco Office,,33.957959,-84.05922,,,0,,0
808,808,Sugarloaf Pkwy & Marathon Blvd (McD's),,33.955918,-84.056698,,,0,,0
809,809,Sugarloaf Pkwy & Dunnhill Dr,,33.928001,-84.024913,,,0,,0
810,810,Sugarloaf Mills at the Discount Tire Co,,33.978171,-84.083268,,,0,,0
812,812,Sugarloaf Pkwy & Prodigy Point,,33.925582,-84.019658,,,0,,0
813,813,Sugarloaf Pkwy & MacLeod Indusrial Park,,33.963419,-84.062312,,,0,,0
814,814,Sugarloaf Pkwy & PNC Bank OB,,33.920366,-84.013487,,,0,,0
815,815,Sugarloaf Pkwy & The James @ Sugarloaf,,33.966102,-84.066597,,,0,,0
816,816,Sugarloaf Pkwy & Gwinnett Tech (2nd Entr,,33.965842,-84.066908,,,0,,0
819,600053,Peachtree Street at Baker Street,,33.762633,-84.387348,,,0,,0
820,820,Sweetwater Rd & Club Dr (FedEx/Kinkos),,33.942242,-84.126848,,,0,,0
821,821,Sweetwater Rd & Club Drive OB,,33.942299,-84.127109,,,0,,0
823,823,Sweetwater Rd & Pleasant Hill Rd,,33.943484,-84.125291,,,0,,0
826,826,Tech Dr & Chevron Gas Station,,33.914741,-84.163457,,,0,,0
829,829,Technology Pkwy  & Homewood Suites,,33.955706,-84.231799,,,0,,0
830,830,Technology Pkwy & City Hall,,33.957721,-84.225691,,,0,,0
831,831,Technology Pkwy & Research Dr,,33.965029,-84.217781,,,0,,0
833,833,Technology Pkwy & Yardi Business,,33.963525,-84.218737,,,0,,0
834,834,Thompson Pkwy & Singleton Rd IB,,33.905241,-84.201173,,,0,,0
835,600015,Washington Street at Martin Luther King Junior Drive,,33.750359,-84.388304,,,0,,0
836,836,S Clayton St & Wells Fargo,,33.94804,-83.986761,,,0,,0
837,837,W Pike St & W Pike Plza (Sign-o-rama),,33.957829,-83.999527,,,0,,0
843,600011,West Peachtree Street at Peachtree Place,,33.780654,-84.387333,,,0,,0
846,846,W Pike St & Ultra Carwash,,33.96005,-84.004367,,,0,,0
847,847,W Pike St & Kaceys Home Cooking Rest,,33.96239,-84.006646,,,0,,0
848,848,W Pike St & Midas OB,,33.958276,-84.001792,,,0,,0
853,853,Check Point 3,,33.84033,-84.313166,,,0,,0
854,854,Check Point 4,,33.79137,-84.392172,,,0,,0
858,858,Peachtree Pkwy & Forum IB,,33.980815,-84.215304,,,0,,0
860,860,Holcomb Bridge Rd & Veranda Knolls Apts,,33.957802,-84.245875,,,0,,0
862,862,Buford Hwy & Susan Ln,,33.927437,-84.242584,,,0,,0
863,863,Buford Hwy & Pine St IB,,33.92934,-84.234403,,,0,,0
864,864,Buford Hwy & Gwinn Dr IB,,33.930392,-84.229949,,,0,,0
865,865,Beaver Ruin Rd & Standford Village Ln IB,,33.940218,-84.196041,,,0,,0
866,866,Satellite Blvd & The Maddox Apts IB,,33.946078,-84.156475,,,0,,0
867,867,Satellite Blvd & Aviation Insitute IB,,33.950086,-84.149098,,,0,,0
868,868,Satellite Blvd & Evergreen Blvd IB,,33.964583,-84.108498,,,0,,0
869,869,Satellite Blvd & Merritt Apartments OB,,33.963792,-84.111154,,,0,,0
870,870,Beaver Ruin Rd & Red Oak Rd OB,,33.934853,-84.170535,,,0,,0
871,871,Beaver Ruin Rd & Bailey Dr OB,,33.938765,-84.189774,,,0,,0
872,872,Beaver Ruin Rd & Child Ntwrk Daycare OB,,33.939507,-84.192248,,,0,,0
873,873,Buford Hwy & Post Office OB,,33.942321,-84.207249,,,0,,0
874,874,Buford Hwy & Susan Ln OB,,33.927702,-84.242342,,,0,,0
876,876,Atkinson Rd & Atkinson Park Dr IB,,33.969061,-84.073149,,,0,,0
877,877,Beaver Ruin Rd & Shell Gas Station,,33.932368,-84.152395,,,0,,0
879,879,Button Gwinnett Dr at TOPSA,,33.914673,-84.238213,,,0,,0
880,880,Button Gwinnett & TOPSA,,33.914705,-84.238103,,,0,,0
881,881,Boggs Rd & Caduceus Occupational Med,,33.956703,-84.094299,,,0,,0
882,882,Breckinridge Blvd & Arlon Lane,,33.954577,-84.117067,,,0,,0
883,883,Breckinridge Blvd & Cascade Apartments,,33.952456,-84.122912,,,0,,0
884,884,Breckinridge Blvd & Eldridge Rd,,33.954432,-84.114546,,,0,,0
885,885,Breckinridge Blvd & Mustang Unlimited,,33.970084,-84.085916,,,0,,0
886,886,Brook Hollow & Indian Temple (2nd Entran,,33.919329,-84.203197,,,0,,0
889,889,Burns Rd & Hillcrest Rd (across),,33.906,-84.145864,,,0,,0
890,890,Indian Trail Rd & Indian Trail Ct Plaza,,33.905235,-84.154728,,,0,,0
891,891,Graves Rd & East Windsor Ln,,33.899296,-84.220671,,,0,,0
892,892,Graves Rd & Graves Mill Dr,,33.8955,-84.218578,,,0,,0
893,893,Graves Park Entrance,,33.897434,-84.220736,,,0,,0
894,894,Graves Park Entrance (across),,33.897221,-84.22048,,,0,,0
895,895,Holcomb Bridge Rd & The Centre Apts,,33.950763,-84.239115,,,0,,0
897,897,Indian Trail Rd & Steve Reynolds Blvd,,33.91331,-84.160959,,,0,,0
898,898,Indian Trail Rd & Wellington Sq Plaza,,33.907545,-84.156572,,,0,,0
899,899,Indian Trail Rd & Sterling Glen OB,,33.910787,-84.159119,,,0,,0
900,900,6695 Jimmy Carter Blvd,,33.936508,-84.234045,,,0,,0
901,901,Jimmy Carter Blvd & Best Friend Rd IB,,33.924638,-84.215898,,,0,,0
903,903,Jimmy Carter Blvd & Maxzone Depo,,33.93535,-84.230651,,,0,,0
904,904,Jimmy Carter Blvd & Everest Tr OB,,33.877768,-84.188564,,,0,,0
905,905,Jimmy Carter Blvd & Meadowbrook Dr OB,,33.887917,-84.193897,,,0,,0
