trip_id,arrival_time,departure_time,stop_id,stop_sequence
88640,,,20627,5
88640,,,20628,6
88640,06:35:00,06:35:00,20629,7
88640,,,23415,8
88640,,,23416,9
88640,,,20818,10
88640,06:48:00,06:48:00,20631,11
88640,,,20617,12
88640,,,20658,13
88640,,,20657,14
88640,06:56:00,06:56:00,20633,15
88640,07:00:00,07:00:00,20634,16
88640,07:05:00,07:05:00,20635,17
88640,,,20636,18
88640,07:12:00,07:12:00,20618,19
88640,,,20619,20
88640,,,20622,21
88640,,,20620,22
88640,07:18:00,07:18:00,20638,23
88640,,,20717,24
88640,07:22:00,07:22:00,20639,25
88657,07:35:00,07:35:00,20625,1
88657,,,20822,2
88657,,,20626,3
88657,,,20817,4
88657,,,20627,5
88657,,,20628,6
88657,07:40:00,07:40:00,20629,7
88657,,,23415,8
88657,,,23416,9
88657,,,20818,10
88657,07:53:00,07:53:00,20631,11
88657,,,20617,12
88657,,,20658,13
88657,,,20657,14
88657,08:01:00,08:01:00,20633,15
88657,08:05:00,08:05:00,20634,16
88657,08:10:00,08:10:00,20635,17
88657,,,20636,18
88657,08:17:00,08:17:00,20618,19
88657,,,20619,20
88657,,,20622,21
88657,,,20620,22
88657,08:23:00,08:23:00,20638,23
88657,,,20717,24
88657,08:35:00,08:35:00,20639,25
88658,08:40:00,08:40:00,20625,1
88658,,,20822,2
88658,,,20626,3
88658,,,20817,4
88658,,,20627,5
88658,,,20628,6
88658,08:45:00,08:45:00,20629,7
88658,,,23415,8
88658,,,23416,9
88658,,,20818,10
88658,08:58:00,08:58:00,20631,11
88658,,,20617,12
88658,,,20658,13
88658,,,20657,14
88658,09:06:00,09:06:00,20633,15
88658,09:10:00,09:10:00,20634,16
88658,09:15:00,09:15:00,20635,17
88658,,,20636,18
88658,09:22:00,09:22:00,20618,19
88658,,,20619,20
88658,,,20622,21
88658,,,20620,22
88658,09:28:00,09:28:00,20638,23
88658,,,20717,24
88658,09:40:00,09:40:00,20639,25
88641,15:10:00,15:10:00,20625,1
88641,,,20822,2
88641,,,20626,3
88641,,,20817,4
88641,,,20627,5
88641,,,20628,6
88641,15:15:00,15:15:00,20629,7
88641,,,23415,8
88641,,,23416,9
88641,,,20818,10
88641,15:23:00,15:23:00,20631,11
88641,,,20617,12
88641,,,20658,13
88641,,,20657,14
88641,15:31:00,15:31:00,20633,15
88641,15:35:00,15:35:00,20634,16
88641,15:40:00,15:40:00,20635,17
88641,,,20636,18
88641,15:47:00,15:47:00,20618,19
88641,,,20619,20
88641,,,20622,21
88641,,,20620,22
88641,15:53:00,15:53:00,20638,23
88641,,,20717,24
88641,15:57:00,15:57:00,20639,25
88660,16:10:00,16:10:00,20625,1
88660,,,20822,2
88660,,,20626,3
88660,,,20817,4
88660,,,20627,5
88660,,,20628,6
88660,16:15:00,16:15:00,20629,7
88660,,,23415,8
88660,,,23416,9
88660,,,20818,10
88660,16:28:00,16:28:00,20631,11
88660,,,20617,12
88660,,,20658,13
88660,,,20657,14
88660,16:36:00,16:36:00,20633,15
88660,16:40:00,16:40:00,20634,16
88660,16:45:00,16:45:00,20635,17
88660,,,20636,18
88660,16:52:00,16:52:00,20618,19
88660,,,20619,20
88660,,,20622,21
88660,,,20620,22
88660,16:58:00,16:58:00,20638,23
88660,,,20717,24
88660,17:02:00,17:02:00,20639,25
88661,17:15:00,17:15:00,20625,1
88661,,,20822,2
88661,,,20626,3
88661,,,20817,4
88661,,,20627,5
88661,,,20628,6
88661,17:20:00,17:20:00,20629,7
88661,,,23415,8
88661,,,23416,9
88661,,,20818,10
88661,17:33:00,17:33:00,20631,11
88661,,,20617,12
88661,,,20658,13
88661,,,20657,14
88661,17:41:00,17:41:00,20633,15
88661,17:45:00,17:45:00,20634,16
88661,17:50:00,17:50:00,20635,17
88661,,,20636,18
88661,17:57:00,17:57:00,20618,19
88661,,,20619,20
88661,,,20622,21
88661,,,20620,22
88661,18:03:00,18:03:00,20638,23
88661,,,20717,24
88661,18:07:00,18:07:00,20639,25
88662,18:20:00,18:20:00,20625,1
88662,,,20822,2
88662,,,20626,3
88662,,,20817,4
88662,,,20627,5
88662,,,20628,6
88662,18:25:00,18:25:00,20629,7
88662,,,23415,8
88662,,,23416,9
88662,,,20818,10
88662,18:38:00,18:38:00,20631,11
88662,,,20617,12
88662,,,20658,13
88662,,,20657,14
88662,18:46:00,18:46:00,20633,15
88662,18:50:00,18:50:00,20634,16
88662,18:55:00,18:55:00,20635,17
88662,,,20636,18
88662,19:02:00,19:02:00,20618,19
88662,,,20619,20
88662,,,20622,21
88662,,,20620,22
88662,19:08:00,19:08:00,20638,23
88662,,,20717,24
88662,19:12:00,19:12:00,20639,25
88642,14:00:00,14:00:00,20625,1
88642,,,20822,2
88642,,,20626,3
88642,,,20817,4
88642,,,20627,5
88642,,,20628,6
88642,14:05:00,14:05:00,20629,7
88642,,,23415,8
88642,,,23416,9
88642,,,20818,10
88642,14:18:00,14:18:00,20631,11
88642,,,20617,12
88642,,,20658,13
88642,,,20657,14
88642,14:26:00,14:26:00,20633,15
88642,14:30:00,14:30:00,20634,16
88642,14:35:00,14:35:00,20635,17
88642,,,20636,18
88642,14:42:00,14:42:00,20618,19
88642,,,20619,20
88642,,,20622,21
88642,,,20620,22
88642,,,20638,23
88642,,,20717,24
88642,14:50:00,14:50:00,20639,25
88664,15:10:00,15:10:00,20625,1
88664,,,20822,2
88664,,,20626,3
88664,,,20817,4
88664,,,20627,5
88664,,,20628,6
88664,15:15:00,15:15:00,20629,7
88664,,,23415,8
88664,,,23416,9
88664,,,20818,10
88664,15:28:00,15:28:00,20631,11
88664,,,20617,12
88664,,,20658,13
88664,,,20657,14
88664,15:36:00,15:36:00,20633,15
88664,15:40:00,15:40:00,20634,16
88664,15:45:00,15:45:00,20635,17
88664,,,20636,18
88664,15:52:00,15:52:00,20618,19
88664,,,20619,20
88664,,,20622,21
88664,,,20620,22
88664,,,20638,23
88664,,,20717,24
88664,16:00:00,16:00:00,20639,25
88665,16:20:00,16:20:00,20625,1
88665,,,20822,2
88665,,,20626,3
88665,,,20817,4
88665,,,20627,5
88665,,,20628,6
88665,16:25:00,16:25:00,20629,7
88665,,,23415,8
88665,,,23416,9
88665,,,20818,10
88665,16:38:00,16:38:00,20631,11
88665,,,20617,12
88665,,,20658,13
88665,,,20657,14
88665,16:46:00,16:46:00,20633,15
88665,16:50:00,16:50:00,20634,16
88665,16:55:00,16:55:00,20635,17
88665,,,20636,18
88665,17:02:00,17:02:00,20618,19
88665,,,20619,20
88665,,,20622,21
88665,,,20620,22
88665,,,20638,23
88665,,,20717,24
88665,17:10:00,17:10:00,20639,25
88666,17:30:00,17:30:00,20625,1
88666,,,20822,2
88666,,,20626,3
88666,,,20817,4
88666,,,20627,5
88666,,,20628,6
88666,17:35:00,17:35:00,20629,7
88666,,,23415,8
88666,,,23416,9
88666,,,20818,10
88666,41:28:00,41:28:00,20631,11
88666,,,20617,12
88666,,,20658,13
88666,,,20657,14
88666,41:56:00,41:56:00,20633,15
88666,42:00:00,42:00:00,20634,16
88666,42:05:00,42:05:00,20635,17
88666,,,20636,18
88666,42:12:00,42:12:00,20618,19
88666,,,20619,20
88666,,,20622,21
88666,,,20620,22
88666,,,20638,23
88666,,,20717,24
88666,42:20:00,42:20:00,20639,25
88667,18:40:00,18:40:00,20625,1
88667,,,20822,2
88667,,,20626,3
88667,,,20817,4
88667,,,20627,5
88667,,,20628,6
88667,18:45:00,18:45:00,20629,7
88667,,,23415,8
88667,,,23416,9
88667,,,20818,10
88667,42:28:00,42:28:00,20631,11
88667,,,20617,12
88667,,,20658,13
88667,,,20657,14
88667,43:06:00,43:06:00,20633,15
88667,43:10:00,43:10:00,20634,16
88667,43:15:00,43:15:00,20635,17
88667,,,20636,18
88667,43:22:00,43:22:00,20618,19
88667,,,20619,20
88667,,,20622,21
88667,,,20620,22
88667,,,20638,23
88667,,,20717,24
88667,43:30:00,43:30:00,20639,25
88668,19:50:00,19:50:00,20625,1
88668,,,20822,2
88668,,,20626,3
88668,,,20817,4
88668,,,20627,5
88668,,,20628,6
88668,19:55:00,19:55:00,20629,7
88668,,,23415,8
88668,,,23416,9
88668,,,20818,10
88668,43:28:00,43:28:00,20631,11
88668,,,20617,12
88668,,,20658,13
88668,,,20657,14
88668,44:16:00,44:16:00,20633,15
88668,44:20:00,44:20:00,20634,16
88668,44:25:00,44:25:00,20635,17
88668,,,20636,18
88668,44:32:00,44:32:00,20618,19
88668,,,20619,20
88668,,,20622,21
88668,,,20620,22
88668,,,20638,23
88668,,,20717,24
88668,44:40:00,44:40:00,20639,25
87249,06:00:00,06:00:00,20678,1
87249,,,40898,2
87249,06:40:00,06:40:00,20653,3
87249,30:30:00,30:30:00,20651,4
87249,30:20:00,30:20:00,20649,5
87249,,,25419,6
87249,,,20645,7
87249,,,20646,8
87249,30:10:00,30:10:00,20647,9
87249,,,20648,10
87249,,,20699,11
87249,,,20650,12
87249,,,20652,13
87249,,,20698,14
87249,,,20654,15
87249,30:50:00,30:50:00,20655,16
87565,07:05:00,07:05:00,20678,1
87565,,,40898,2
87565,07:45:00,07:45:00,20653,3
87565,31:35:00,31:35:00,20651,4
87565,31:25:00,31:25:00,20649,5
87565,,,25419,6
87565,,,20645,7
87565,,,20646,8
87565,31:15:00,31:15:00,20647,9
87565,,,20648,10
87565,,,20699,11
87565,,,20650,12
87565,,,20652,13
87565,,,20698,14
87565,,,20654,15
87565,31:55:00,31:55:00,20655,16
87566,08:10:00,08:10:00,20678,1
87566,,,40898,2
87566,08:50:00,08:50:00,20653,3
87566,32:40:00,32:40:00,20651,4
87566,32:30:00,32:30:00,20649,5
87566,,,25419,6
87566,,,20645,7
87566,,,20646,8
87566,32:20:00,32:20:00,20647,9
87566,,,20648,10
87566,,,20699,11
87566,,,20650,12
87566,,,20652,13
87566,,,20698,14
87566,,,20654,15
87566,33:00:00,33:00:00,20655,16
87567,09:15:00,09:15:00,20678,1
87567,,,40898,2
87567,09:55:00,09:55:00,20653,3
87567,33:45:00,33:45:00,20651,4
87567,33:35:00,33:35:00,20649,5
87567,,,25419,6
87567,,,20645,7
87567,,,20646,8
87567,33:25:00,33:25:00,20647,9
87567,,,20648,10
87567,,,20699,11
87567,,,20650,12
87567,,,20652,13
87567,,,20698,14
87567,,,20654,15
87567,34:05:00,34:05:00,20655,16
87568,10:20:00,10:20:00,20678,1
87568,,,40898,2
87568,11:00:00,11:00:00,20653,3
87568,34:50:00,34:50:00,20651,4
87568,34:40:00,34:40:00,20649,5
87568,,,25419,6
87568,,,20645,7
87568,,,20646,8
87568,34:30:00,34:30:00,20647,9
87568,,,20648,10
87568,,,20699,11
87568,,,20650,12
87568,,,20652,13
87568,,,20698,14
87568,,,20654,15
87568,35:10:00,35:10:00,20655,16
87569,11:25:00,11:25:00,20678,1
87569,,,40898,2
87569,12:05:00,12:05:00,20653,3
87569,35:55:00,35:55:00,20651,4
87569,35:45:00,35:45:00,20649,5
87569,,,25419,6
87569,,,20645,7
87569,,,20646,8
87569,35:35:00,35:35:00,20647,9
87569,,,20648,10
87569,,,20699,11
87569,,,20650,12
87569,,,20652,13
87569,,,20698,14
87569,,,20654,15
87569,36:15:00,36:15:00,20655,16
87570,12:30:00,12:30:00,20678,1
87570,,,40898,2
87570,13:10:00,13:10:00,20653,3
87570,37:00:00,37:00:00,20651,4
87570,36:50:00,36:50:00,20649,5
87570,,,25419,6
87570,,,20645,7
87570,,,20646,8
87570,36:40:00,36:40:00,20647,9
87570,,,20648,10
87570,,,20699,11
87570,,,20650,12
87570,,,20652,13
87570,,,20698,14
87570,,,20654,15
87570,37:20:00,37:20:00,20655,16
87571,13:35:00,13:35:00,20678,1
87571,,,40898,2
87571,14:15:00,14:15:00,20653,3
87571,38:05:00,38:05:00,20651,4
87571,37:55:00,37:55:00,20649,5
87571,,,25419,6
87571,,,20645,7
87571,,,20646,8
87571,37:45:00,37:45:00,20647,9
87571,,,20648,10
87571,,,20699,11
87571,,,20650,12
87571,,,20652,13
87571,,,20698,14
87571,,,20654,15
87571,38:25:00,38:25:00,20655,16
87572,14:40:00,14:40:00,20678,1
87572,,,40898,2
87572,15:20:00,15:20:00,20653,3
87572,39:10:00,39:10:00,20651,4
87572,39:00:00,39:00:00,20649,5
87572,,,25419,6
87572,,,20645,7
87572,,,20646,8
87572,38:50:00,38:50:00,20647,9
87572,,,20648,10
87572,,,20699,11
87572,,,20650,12
87572,,,20652,13
87572,,,20698,14
87572,,,20654,15
87572,39:30:00,39:30:00,20655,16
87573,15:45:00,15:45:00,20678,1
87573,,,40898,2
87573,16:25:00,16:25:00,20653,3
87573,40:15:00,40:15:00,20651,4
87573,40:05:00,40:05:00,20649,5
87573,,,25419,6
87573,,,20645,7
87573,,,20646,8
87573,39:55:00,39:55:00,20647,9
87573,,,20648,10
87573,,,20699,11
87573,,,20650,12
87573,,,20652,13
87573,,,20698,14
87573,,,20654,15
87573,40:35:00,40:35:00,20655,16
87574,16:50:00,16:50:00,20678,1
87574,,,40898,2
87574,17:30:00,17:30:00,20653,3
87574,41:20:00,41:20:00,20651,4
87574,41:10:00,41:10:00,20649,5
87574,,,25419,6
87574,,,20645,7
87574,,,20646,8
87574,41:00:00,41:00:00,20647,9
87574,,,20648,10
87574,,,20699,11
87574,,,20650,12
87574,,,20652,13
87574,,,20698,14
87574,,,20654,15
87574,41:40:00,41:40:00,20655,16
87575,17:55:00,17:55:00,20678,1
87575,,,40898,2
87575,18:35:00,18:35:00,20653,3
87575,42:25:00,42:25:00,20651,4
87575,42:15:00,42:15:00,20649,5
87575,,,25419,6
87575,,,20645,7
87575,,,20646,8
87575,42:05:00,42:05:00,20647,9
87575,,,20648,10
87575,,,20699,11
87575,,,20650,12
87575,,,20652,13
87575,,,20698,14
87575,,,20654,15
87575,42:45:00,42:45:00,20655,16
87576,19:00:00,19:00:00,20678,1
87576,,,40898,2
87576,19:40:00,19:40:00,20653,3
87576,43:30:00,43:30:00,20651,4
87576,43:20:00,43:20:00,20649,5
87576,,,25419,6
87576,,,20645,7
87576,,,20646,8
87576,43:10:00,43:10:00,20647,9
87576,,,20648,10
87576,,,20699,11
87576,,,20650,12
87576,,,20652,13
87576,,,20698,14
87576,,,20654,15
87576,43:50:00,43:50:00,20655,16
87577,20:05:00,20:05:00,20678,1
87577,,,40898,2
87577,20:45:00,20:45:00,20653,3
87577,44:35:00,44:35:00,20651,4
87577,44:25:00,44:25:00,20649,5
87577,,,25419,6
87577,,,20645,7
87577,,,20646,8
87577,44:15:00,44:15:00,20647,9
87577,,,20648,10
87577,,,20699,11
87577,,,20650,12
87577,,,20652,13
87577,,,20698,14
87577,,,20654,15
87577,44:55:00,44:55:00,20655,16
87562,06:30:00,06:30:00,20678,1
87562,,,40898,2
87562,07:10:00,07:10:00,20653,3
87562,31:00:00,31:00:00,20651,4
87562,30:50:00,30:50:00,20649,5
87562,,,25419,6
87562,,,20645,7
87562,,,20646,8
87562,30:40:00,30:40:00,20647,9
87562,,,20648,10
87562,,,20699,11
87562,,,20650,12
87562,,,20652,13
87562,,,20698,14
87562,,,20654,15
87562,31:20:00,31:20:00,20655,16
87879,07:35:00,07:35:00,20678,1
87879,,,40898,2
87879,08:15:00,08:15:00,20653,3
87879,32:05:00,32:05:00,20651,4
87879,31:55:00,31:55:00,20649,5
87879,,,25419,6
87879,,,20645,7
87879,,,20646,8
87879,31:45:00,31:45:00,20647,9
87879,,,20648,10
87879,,,20699,11
87879,,,20650,12
87879,,,20652,13
87879,,,20698,14
87879,,,20654,15
87879,32:25:00,32:25:00,20655,16
87880,08:40:00,08:40:00,20678,1
87880,,,40898,2
87880,09:20:00,09:20:00,20653,3
87880,33:10:00,33:10:00,20651,4
87880,33:00:00,33:00:00,20649,5
87880,,,25419,6
87880,,,20645,7
87880,,,20646,8
87880,32:50:00,32:50:00,20647,9
87880,,,20648,10
87880,,,20699,11
87880,,,20650,12
87880,,,20652,13
87880,,,20698,14
87880,,,20654,15
87880,33:30:00,33:30:00,20655,16
87563,15:10:00,15:10:00,20678,1
87563,,,40898,2
87563,15:50:00,15:50:00,20653,3
87563,39:40:00,39:40:00,20651,4
87563,39:30:00,39:30:00,20649,5
87563,,,25419,6
87563,,,20645,7
87563,,,20646,8
87563,39:20:00,39:20:00,20647,9
87563,,,20648,10
87563,,,20699,11
87563,,,20650,12
87563,,,20652,13
87563,,,20698,14
87563,,,20654,15
87563,40:00:00,40:00:00,20655,16
87882,16:15:00,16:15:00,20678,1
87882,,,40898,2
87882,16:55:00,16:55:00,20653,3
87882,40:45:00,40:45:00,20651,4
87882,40:35:00,40:35:00,20649,5
87882,,,25419,6
87882,,,20645,7
87882,,,20646,8
87882,40:25:00,40:25:00,20647,9
87882,,,20648,10
87882,,,20699,11
87882,,,20650,12
87882,,,20652,13
87882,,,20698,14
87882,,,20654,15
87882,41:05:00,41:05:00,20655,16
87883,17:20:00,17:20:00,20678,1
87883,,,40898,2
87883,18:00:00,18:00:00,20653,3
87883,41:50:00,41:50:00,20651,4
87883,41:40:00,41:40:00,20649,5
87883,,,25419,6
87883,,,20645,7
87883,,,20646,8
87883,41:30:00,41:30:00,20647,9
87883,,,20648,10
87883,,,20699,11
87883,,,20650,12
87883,,,20652,13
87883,,,20698,14
87883,,,20654,15
87883,42:10:00,42:10:00,20655,16
87564,07:00:00,07:00:00,20678,1
87564,,,40898,2
87564,07:33:00,07:33:00,20653,3
87564,31:25:00,31:25:00,20651,4
87564,31:17:00,31:17:00,20649,5
87564,,,25419,6
87564,,,20645,7
87564,,,20646,8
87564,31:08:00,31:08:00,20647,9
87564,,,20648,10
87564,,,20699,11
87564,,,20650,12
87564,,,20652,13
87564,,,20698,14
87564,,,20654,15
87564,31:42:00,31:42:00,20655,16
87885,08:00:00,08:00:00,20678,1
87885,,,40898,2
87885,08:33:00,08:33:00,20653,3
87885,32:25:00,32:25:00,20651,4
87885,32:17:00,32:17:00,20649,5
87885,,,25419,6
87885,,,20645,7
87885,,,20646,8
87885,32:08:00,32:08:00,20647,9
87885,,,20648,10
87885,,,20699,11
87885,,,20650,12
87885,,,20652,13
87885,,,20698,14
87885,,,20654,15
87885,32:42:00,32:42:00,20655,16
87886,09:00:00,09:00:00,20678,1
87886,,,40898,2
87886,09:33:00,09:33:00,20653,3
87886,33:25:00,33:25:00,20651,4
87886,33:17:00,33:17:00,20649,5
87886,,,25419,6
87886,,,20645,7
87886,,,20646,8
87886,33:08:00,33:08:00,20647,9
87886,,,20648,10
87886,,,20699,11
87886,,,20650,12
87886,,,20652,13
87886,,,20698,14
87886,,,20654,15
87886,33:42:00,33:42:00,20655,16
87887,10:00:00,10:00:00,20678,1
87887,,,40898,2
87887,10:33:00,10:33:00,20653,3
87887,34:25:00,34:25:00,20651,4
87887,34:17:00,34:17:00,20649,5
87887,,,25419,6
87887,,,20645,7
87887,,,20646,8
87887,34:08:00,34:08:00,20647,9
87887,,,20648,10
87887,,,20699,11
87887,,,20650,12
87887,,,20652,13
87887,,,20698,14
87887,,,20654,15
87887,34:42:00,34:42:00,20655,16
87888,11:00:00,11:00:00,20678,1
87888,,,40898,2
87888,11:33:00,11:33:00,20653,3
87888,35:25:00,35:25:00,20651,4
87888,35:17:00,35:17:00,20649,5
87888,,,25419,6
87888,,,20645,7
87888,,,20646,8
87888,35:08:00,35:08:00,20647,9
87888,,,20648,10
87888,,,20699,11
87888,,,20650,12
87888,,,20652,13
87888,,,20698,14
87888,,,20654,15
87888,35:42:00,35:42:00,20655,16
87889,12:00:00,12:00:00,20678,1
87889,,,40898,2
87889,12:33:00,12:33:00,20653,3
87889,36:25:00,36:25:00,20651,4
87889,36:17:00,36:17:00,20649,5
87889,,,25419,6
87889,,,20645,7
87889,,,20646,8
87889,36:08:00,36:08:00,20647,9
87889,,,20648,10
87889,,,20699,11
87889,,,20650,12
87889,,,20652,13
87889,,,20698,14
87889,,,20654,15
87889,36:42:00,36:42:00,20655,16
87890,13:00:00,13:00:00,20678,1
87890,,,40898,2
87890,13:33:00,13:33:00,20653,3
87890,37:25:00,37:25:00,20651,4
87890,37:17:00,37:17:00,20649,5
87890,,,25419,6
87890,,,20645,7
87890,,,20646,8
87890,37:08:00,37:08:00,20647,9
87890,,,20648,10
87890,,,20699,11
87890,,,20650,12
87890,,,20652,13
87890,,,20698,14
87890,,,20654,15
87890,37:42:00,37:42:00,20655,16
87891,14:00:00,14:00:00,20678,1
87891,,,40898,2
87891,14:33:00,14:33:00,20653,3
87891,38:25:00,38:25:00,20651,4
87891,38:17:00,38:17:00,20649,5
87891,,,25419,6
87891,,,20645,7
87891,,,20646,8
87891,38:08:00,38:08:00,20647,9
87891,,,20648,10
87891,,,20699,11
87891,,,20650,12
87891,,,20652,13
87891,,,20698,14
87891,,,20654,15
87891,38:42:00,38:42:00,20655,16
87892,15:00:00,15:00:00,20678,1
87892,,,40898,2
87892,15:33:00,15:33:00,20653,3
87892,39:25:00,39:25:00,20651,4
87892,39:17:00,39:17:00,20649,5
87892,,,25419,6
87892,,,20645,7
87892,,,20646,8
87892,39:08:00,39:08:00,20647,9
87892,,,20648,10
87892,,,20699,11
87892,,,20650,12
87892,,,20652,13
87892,,,20698,14
87892,,,20654,15
87892,39:42:00,39:42:00,20655,16
87893,16:00:00,16:00:00,20678,1
87893,,,40898,2
87893,16:33:00,16:33:00,20653,3
87893,40:25:00,40:25:00,20651,4
87893,40:17:00,40:17:00,20649,5
87893,,,25419,6
87893,,,20645,7
87893,,,20646,8
87893,40:08:00,40:08:00,20647,9
87893,,,20648,10
87893,,,20699,11
87893,,,20650,12
87893,,,20652,13
87893,,,20698,14
87893,,,20654,15
87893,40:42:00,40:42:00,20655,16
87894,17:00:00,17:00:00,20678,1
87894,,,40898,2
87894,17:33:00,17:33:00,20653,3
87894,41:25:00,41:25:00,20651,4
87894,41:17:00,41:17:00,20649,5
87894,,,25419,6
87894,,,20645,7
87894,,,20646,8
87894,41:08:00,41:08:00,20647,9
87894,,,20648,10
87894,,,20699,11
87894,,,20650,12
87894,,,20652,13
87894,,,20698,14
87894,,,20654,15
87894,41:42:00,41:42:00,20655,16
87895,18:00:00,18:00:00,20678,1
87895,,,40898,2
87895,18:33:00,18:33:00,20653,3
87895,42:25:00,42:25:00,20651,4
87895,42:17:00,42:17:00,20649,5
87895,,,25419,6
87895,,,20645,7
87895,,,20646,8
87895,42:08:00,42:08:00,20647,9
87895,,,20648,10
87895,,,20699,11
87895,,,20650,12
87895,,,20652,13
87895,,,20698,14
87895,,,20654,15
87895,42:42:00,42:42:00,20655,16
87896,19:00:00,19:00:00,20678,1
87896,,,40898,2
87896,19:33:00,19:33:00,20653,3
87896,43:25:00,43:25:00,20651,4
87896,43:17:00,43:17:00,20649,5
87896,,,25419,6
87896,,,20645,7
87896,,,20646,8
87896,43:08:00,43:08:00,20647,9
87896,,,20648,10
87896,,,20699,11
87896,,,20650,12
87896,,,20652,13
87896,,,20698,14
87896,,,20654,15
87896,43:42:00,43:42:00,20655,16
87897,20:00:00,20:00:00,20678,1
87897,,,40898,2
87897,20:33:00,20:33:00,20653,3
87897,44:25:00,44:25:00,20651,4
87897,44:17:00,44:17:00,20649,5
87897,,,25419,6
87897,,,20645,7
87897,,,20646,8
87897,44:08:00,44:08:00,20647,9
87897,,,20648,10
87897,,,20699,11
87897,,,20650,12
87897,,,20652,13
87897,,,20698,14
87897,,,20654,15
87897,44:42:00,44:42:00,20655,16
87250,06:00:00,06:00:00,20633,1
87250,,,20657,2
87250,,,20658,3
87250,,,20659,4
87250,,,20616,5
87250,06:08:00,06:08:00,20660,6
87250,,,20661,7
87250,06:13:00,06:13:00,20724,8
87250,,,20725,9
87250,06:17:00,06:17:00,20625,10
87250,,,20726,11
87250,,,20663,12
87250,,,20664,13
87250,,,20665,14
87250,,,20666,15
87250,06:27:00,06:27:00,20667,16
87250,,,20668,17
87250,,,20701,18
87250,,,20670,19
87250,06:31:00,06:31:00,20671,20
87250,,,20672,21
87250,,,20673,22
87250,,,20674,23
87250,06:38:00,06:38:00,20656,24
87250,06:48:00,06:48:00,20676,25
87250,,,20677,26
87250,06:57:00,06:57:00,20656,27
87250,,,20680,28
87250,,,20681,29
87250,,,20682,30
87250,07:02:00,07:02:00,20729,31
87250,07:06:00,07:06:00,23417,32
87250,,,20728,33
87250,,,20684,34
87250,,,20683,35
87250,,,20685,36
87250,07:16:00,07:16:00,20643,37
87250,,,20625,38
87250,07:20:00,07:20:00,20626,39
87250,,,20662,40
87250,07:25:00,07:25:00,20686,41
87988,07:40:00,07:40:00,20633,1
87988,,,20657,2
87988,,,20658,3
87988,,,20659,4
87988,,,20616,5
87988,07:48:00,07:48:00,20660,6
87988,,,20661,7
87988,07:53:00,07:53:00,20724,8
87988,,,20725,9
87988,07:57:00,07:57:00,20625,10
87988,,,20726,11
87988,,,20663,12
87988,,,20664,13
87988,,,20665,14
87988,,,20666,15
87988,08:07:00,08:07:00,20667,16
87988,,,20668,17
87988,,,20701,18
87988,,,20670,19
87988,08:11:00,08:11:00,20671,20
87988,,,20672,21
87988,,,20673,22
87988,,,20674,23
87988,08:18:00,08:18:00,20656,24
87988,08:28:00,08:28:00,20676,25
87988,,,20677,26
87988,08:37:00,08:37:00,20656,27
87988,,,20680,28
87988,,,20681,29
87988,,,20682,30
87988,08:42:00,08:42:00,20729,31
87988,08:46:00,08:46:00,23417,32
87988,,,20728,33
87988,,,20684,34
87988,,,20683,35
87988,,,20685,36
87988,08:56:00,08:56:00,20643,37
87988,,,20625,38
87988,09:00:00,09:00:00,20626,39
87988,,,20662,40
87988,09:05:00,09:05:00,20686,41
87989,09:22:00,09:22:00,20633,1
87989,,,20657,2
87989,,,20658,3
87989,,,20659,4
87989,,,20616,5
87989,09:30:00,09:30:00,20660,6
87989,,,20661,7
87989,09:35:00,09:35:00,20724,8
87989,,,20725,9
87989,09:39:00,09:39:00,20625,10
87989,,,20726,11
87989,,,20663,12
87989,,,20664,13
87989,,,20665,14
87989,,,20666,15
87989,09:49:00,09:49:00,20667,16
87989,,,20668,17
87989,,,20701,18
87989,,,20670,19
87989,09:53:00,09:53:00,20671,20
87989,,,20672,21
87989,,,20673,22
87989,,,20674,23
87989,10:00:00,10:00:00,20656,24
87989,10:10:00,10:10:00,20676,25
87989,,,20677,26
87989,10:19:00,10:19:00,20656,27
87989,,,20680,28
87989,,,20681,29
87989,,,20682,30
87989,10:24:00,10:24:00,20729,31
87989,10:28:00,10:28:00,23417,32
87989,,,20728,33
87989,,,20684,34
87989,,,20683,35
87989,,,20685,36
87989,10:38:00,10:38:00,20643,37
87989,,,20625,38
87989,10:42:00,10:42:00,20626,39
87989,,,20662,40
87989,10:47:00,10:47:00,20686,41
87990,11:04:00,11:04:00,20633,1
87990,,,20657,2
87990,,,20658,3
87990,,,20659,4
87990,,,20616,5
87990,11:12:00,11:12:00,20660,6
87990,,,20661,7
87990,11:17:00,11:17:00,20724,8
87990,,,20725,9
87990,11:21:00,11:21:00,20625,10
87990,,,20726,11
87990,,,20663,12
87990,,,20664,13
87990,,,20665,14
87990,,,20666,15
87990,11:31:00,11:31:00,20667,16
87990,,,20668,17
87990,,,20701,18
87990,,,20670,19
87990,11:36:00,11:36:00,20671,20
87990,,,20672,21
87990,,,20673,22
87990,,,20674,23
87990,11:42:00,11:42:00,20656,24
87990,11:52:00,11:52:00,20676,25
87990,,,20677,26
87990,12:01:00,12:01:00,20656,27
87990,,,20680,28
87990,,,20681,29
87990,,,20682,30
87990,12:06:00,12:06:00,20729,31
87990,12:10:00,12:10:00,23417,32
87990,,,20728,33
87990,,,20684,34
87990,,,20683,35
87990,,,20685,36
87990,12:20:00,12:20:00,20643,37
87990,,,20625,38
87990,12:24:00,12:24:00,20626,39
87990,,,20662,40
