agency_id,agency_name,agency_url,agency_timezone,agency_lang,agency_phone,agency_fare_url
1661,Connect Douglas,http://www.celebratedouglascounty.com/view/departments/view_dept/&cdept=466&department=Connect%20Douglas%20-%20Douglas%20County%20Fixed%20Route%20Bus%20Service,America/New_York,en,770-949-7665,
