service_id,date,exception_type
7512,20210101,2
7512,20210118,2
7512,20210402,2
7512,20210531,2
7512,20210705,2
7512,20210906,2
7512,20211111,2
7512,20211125,2
7512,20211126,2
7512,20211223,2
7512,20211224,2
