trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
1179090,20,3,"Marietta Transfer Center",,1,2973709,shp-20-54,0,0
1183090,20,3,"Marietta Transfer Center",,1,2981709,shp-20-54,0,0
1189070,40,2,"Marietta Transfer Center",,1,2950507,shp-40-51,0,0
1190070,30,2,"Marietta Transfer Center",,1,2949507,shp-30-52,0,0
1192090,50,3,"Cumberland Transfer Center",,0,2975109,shp-50-01,0,0
1003020,15,1,"Cumberland Transfer Center",,0,2934302,shp-15-01,0,0
1003090,15,3,"Cumberland Transfer Center",,0,2973509,shp-15-01,0,0
1004070,10,2,"Arts Center Station",,0,2948207,shp-10-03,0,0
1006010,25,4,"Cumberland Transfer Center",,1,2844301,shp-25-01,0,0
101020,20,1,"Marietta Transfer Center",,1,2934502,shp-20-54,0,0
1018020,15,1,"Cumberland Transfer Center",,0,2934302,shp-15-01,0,0
1019010,20,4,"Marietta Transfer Center",,1,2844701,shp-20-54,0,0
1020090,10,3,"Marietta Transfer Center",,1,2973309,shp-10-52,0,0
103090,RAPID,3,"KSU-Kennesaw Campus limited stops",,1,2976909,shp-Rapid-52,0,0
1031090,30,3,"Marietta Transfer Center",,1,2975309,shp-30-52,0,0
1033070,50,2,"Cumberland Transfer Center",,0,2948507,shp-50-01,0,0
1040020,30,1,"Hamilton E. Holmes Station",,0,2936402,shp-30-01,0,0
1050020,RAPID,1,"Arts Center Station with limited stops",,0,2938002,shp-Rapid-01,0,0
1056070,45,2,"Marietta Transfer Center",,1,2950807,shp-45-51,0,0
1057020,45,1,"KSU-Kennesaw Campus",,0,2943002,shp-45-01,0,0
1059010,40,4,"Marietta Transfer Center",,1,2845701,shp-40-51,0,0
1068090,15,3,"Marietta Transfer Center",,1,2975209,shp-15-51,0,0
1070070,BLUE,2,"Circ Blue - Battery/Cumberland Transfer Center",,1,2951107,shp-Blue-02,0,0
107070,15,2,"Cumberland Transfer Center",,0,2949007,shp-15-01,0,0
108020,10,1,"Marietta Transfer Center",,1,2934102,shp-10-52,0,0
1085020,BLUE,1,"Circ Blue - Battery/Cumberland Transfer Center",,1,2943502,shp-Blue-02,0,0
1086070,30,2,"Hamilton E. Holmes Station",,0,2948107,shp-30-01,0,0
1093020,15,1,"Cumberland Transfer Center",,0,2935002,shp-15-01,0,0
1096090,30,3,"Hamilton E. Holmes Station",,0,2973009,shp-30-01,0,0
110020,50,1,"Marietta Transfer Center",,1,2935802,shp-50-51,0,0
1101010,15,4,"Marietta Transfer Center",,1,2844601,shp-15-51,0,0
1111010,25,4,"Hamilton E. Holmes Station",,0,2870301,shp-25-51,0,0
1117020,50,1,"Marietta Transfer Center",,1,2935602,shp-50-51,0,0
1118070,30,2,"Marietta Transfer Center",,1,2949407,shp-30-52,0,0
112010,40,4,"Marietta Transfer Center",,1,2845601,shp-40-51,0,0
1124020,30,1,"Hamilton E. Holmes Station",,0,2936402,shp-30-01,0,0
1126070,45,2,"Marietta Transfer Center",,1,2950707,shp-45-51,0,0
1133010,15,4,"Cumberland Transfer Center",,0,2844601,shp-15-01,0,0
1134020,101,1,"Marietta Transfer Center",,1,2940902,shp-101-51,0,0
1193020,15,1,"Marietta Transfer Center",,1,2936302,shp-15-51,0,0
1202020,25,1,"Hamilton E. Holmes Station",,0,2943102,shp-25-51,0,0
1211020,20,1,"Marietta Transfer Center",,1,2942902,shp-20-54,0,0
1211090,20,3,"Marietta Transfer Center",,1,2981709,shp-20-54,0,0
1216070,10,2,"Marietta Transfer Center",,1,2948207,shp-10-52,0,0
1218020,RAPID,1,"Arts Center Station with limited stops",,0,2937102,shp-Rapid-01,0,0
1219070,40,2,"KSU-Kennesaw Campus",,0,2950507,shp-40-01,0,0
1222020,30,1,"Marietta Transfer Center",,1,2936002,shp-30-52,0,0
1228010,RAPID,4,"Marietta Transfer Center limited stops",,0,2846101,shp-Rapid-03,0,0
1237070,20,2,"Marietta Transfer Center",,1,2949207,shp-20-54,0,0
1241070,45,2,"Marietta Transfer Center",,1,2950707,shp-45-51,0,0
1244020,30,1,"Marietta Transfer Center",,1,2936702,shp-30-52,0,0
1248010,45,4,"KSU-Kennesaw Campus",,0,2845901,shp-45-01,0,0
130090,45,3,"Marietta Transfer Center",,1,2976609,shp-45-51,0,0
137070,50,2,"Cumberland Transfer Center",,0,2949107,shp-50-01,0,0
152020,20,1,"Marietta Transfer Center",,1,2934802,shp-20-54,0,0
152090,20,3,"Marietta Transfer Center",,1,2973809,shp-20-54,0,0
158090,50,3,"Marietta Transfer Center",,1,2974609,shp-50-51,0,0
172070,30,2,"Hamilton E. Holmes Station",,0,2948907,shp-30-01,0,0
178020,40,1,"Marietta Transfer Center",,1,2937702,shp-40-51,0,0
178090,40,3,"Marietta Transfer Center",,1,2976509,shp-40-51,0,0
181090,20,3,"Cumberland Transfer Center",,0,2981709,shp-20-03,0,0
186010,30,4,"Marietta Transfer Center",,1,2844201,shp-30-52,0,0
190020,25,1,"Hamilton E. Holmes Station",,0,2943202,shp-25-51,0,0
198070,15,2,"Marietta Transfer Center",,1,2949807,shp-15-51,0,0
201020,10,1,"Marietta Transfer Center",,1,2934402,shp-10-52,0,0
205070,20,2,"Marietta Transfer Center",,1,2949207,shp-20-54,0,0
212090,15,3,"Cumberland Transfer Center",,0,2974409,shp-15-01,0,0
213090,15,3,"Cumberland Transfer Center",,0,2975209,shp-15-01,0,0
216070,10,2,"Arts Center Station",,0,2948207,shp-10-03,0,0
244070,30,2,"Marietta Transfer Center",,1,2949407,shp-30-52,0,0
248020,25,1,"Hamilton E. Holmes Station",,0,2943702,shp-25-51,0,0
250010,15,4,"Marietta Transfer Center",,1,2845301,shp-15-51,0,0
267010,50,4,"Marietta Transfer Center",,1,2845101,shp-50-51,0,0
269090,20,3,"Cumberland Transfer Center",,0,2981709,shp-20-03,0,0
270070,30,2,"Marietta Transfer Center",,1,2948307,shp-30-52,0,0
27090,RAPID,3,"KSU-Kennesaw Campus limited stops",,1,2977309,shp-Rapid-52,0,0
