trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
274010,50,4,"Marietta Transfer Center",,1,2845101,shp-50-51,0,0
279010,10,4,"Marietta Transfer Center",,1,2844801,shp-10-52,0,0
284090,50,3,"Marietta Transfer Center",,1,2974609,shp-50-51,0,0
289090,30,3,"Hamilton E. Holmes Station",,0,2974309,shp-30-01,0,0
298070,15,2,"Marietta Transfer Center",,1,2949807,shp-15-51,0,0
304070,45,2,"KSU-Kennesaw Campus",,0,2950807,shp-45-01,0,0
307020,30,1,"Hamilton E. Holmes Station",,0,2935902,shp-30-01,0,0
312020,15,1,"Marietta Transfer Center",,1,2936502,shp-15-51,0,0
315070,10,2,"Marietta Transfer Center",,1,2949607,shp-10-52,0,0
321020,50,1,"Cumberland Transfer Center",,0,2936202,shp-50-01,0,0
321090,50,3,"Cumberland Transfer Center",,0,2975109,shp-50-01,0,0
330020,20,1,"Cumberland Transfer Center",,0,2935702,shp-20-03,0,0
336090,30,3,"Marietta Transfer Center",,1,2981509,shp-30-52,0,0
346090,15,3,"Marietta Transfer Center",,1,2974409,shp-15-51,0,0
347090,RAPID,3,"KSU-Kennesaw Campus limited stops",,1,2976909,shp-Rapid-52,0,0
351020,BLUE,1,"Circ Blue - Battery/Cumberland Transfer Center",,1,2943502,shp-Blue-02,0,0
351090,BLUE,3,"Circ Blue - Battery/Cumberland Transfer Center",,1,2982309,shp-Blue-02,0,0
352020,RAPID,1,"Arts Center Station with limited stops",,0,2940302,shp-Rapid-01,0,0
358090,BLUE,3,"Circ Blue - Battery/Cumberland Transfer Center",,1,2981409,shp-Blue-02,0,0
363090,30,3,"Marietta Transfer Center",,1,2973009,shp-30-52,0,0
366090,BLUE,3,"Circ Blue - Battery/Cumberland Transfer Center",,1,2981409,shp-Blue-02,0,0
373020,15,1,"Marietta Transfer Center",,1,2936302,shp-15-51,0,0
376020,RAPID,1,"Marietta Transfer Center limited stops",,1,2937402,shp-Rapid-51,0,0
380070,20,2,"Cumberland Transfer Center",,0,2948607,shp-20-03,0,0
388020,10,1,"Marietta Transfer Center",,1,2935502,shp-10-52,0,0
395010,RAPID,4,"KSU-Kennesaw Campus limited stops",,1,2846001,shp-Rapid-52,0,0
397090,20,3,"Marietta Transfer Center",,1,2973809,shp-20-54,0,0
400010,45,4,"Marietta Transfer Center",,1,2845801,shp-45-51,0,0
4020,20,1,"Marietta Transfer Center",,1,2934502,shp-20-54,0,0
420070,RAPID,2,"Arts Center Station with limited stops",,0,2950007,shp-Rapid-01,0,0
435010,10,4,"Arts Center Station",,0,2845401,shp-10-03,0,0
1000070,50,2,"Cumberland Transfer Center",,0,2948507,shp-50-01,0,0
100020,RAPID,1,"Arts Center Station with limited stops",,0,2937402,shp-Rapid-01,0,0
1008070,10,2,"Arts Center Station",,0,2949307,shp-10-03,0,0
1009020,20,1,"Cumberland Transfer Center",,0,2934802,shp-20-03,0,0
1015090,30,3,"Hamilton E. Holmes Station",,0,2981809,shp-30-01,0,0
1016020,15,1,"Cumberland Transfer Center",,0,2936302,shp-15-01,0,0
1017070,45,2,"Marietta Transfer Center",,1,2950807,shp-45-51,0,0
102020,25,1,"Hamilton E. Holmes Station",,0,2943102,shp-25-51,0,0
102090,25,3,"Hamilton E. Holmes Station",,0,2981909,shp-25-51,0,0
1028090,RAPID,3,"Marietta Transfer Center limited stops",,1,2979009,shp-Rapid-51,0,0
1029090,40,3,"Marietta Transfer Center",,1,2976509,shp-40-51,0,0
103020,RAPID,1,"KSU-Kennesaw Campus limited stops",,1,2938102,shp-Rapid-52,0,0
1031020,30,1,"Marietta Transfer Center",,1,2936402,shp-30-52,0,0
105010,RAPID,4,"KSU-Kennesaw Campus limited stops",,1,2846201,shp-Rapid-52,0,0
1072070,15,2,"Cumberland Transfer Center",,0,2949007,shp-15-01,0,0
1077070,10,2,"Marietta Transfer Center",,1,2949607,shp-10-52,0,0
1078020,10,1,"Arts Center Station",,0,2935502,shp-10-03,0,0
108090,10,3,"Marietta Transfer Center",,1,2973309,shp-10-52,0,0
1088020,RAPID,1,"KSU-Kennesaw Campus limited stops",,1,2938202,shp-Rapid-52,0,0
1093090,15,3,"Cumberland Transfer Center",,0,2974009,shp-15-01,0,0
1097070,20,2,"Marietta Transfer Center",,1,2949207,shp-20-54,0,0
1099020,100,1,"Civic Center Station/Five Points Station",,0,2941402,shp-100-01,0,0
1103090,30,3,"Marietta Transfer Center",,1,2974909,shp-30-52,0,0
1106020,50,1,"Marietta Transfer Center",,1,2935802,shp-50-51,0,0
1112020,RAPID,1,"Arts Center Station with limited stops",,0,2938402,shp-Rapid-01,0,0
1115070,50,2,"Marietta Transfer Center",,1,2949107,shp-50-51,0,0
1122020,40,1,"KSU-Kennesaw Campus",,0,2937702,shp-40-01,0,0
1122090,40,3,"KSU-Kennesaw Campus",,0,2976509,shp-40-01,0,0
1123090,RAPID,3,"KSU-Kennesaw Campus limited stops",,1,2979109,shp-Rapid-52,0,0
1125010,25,4,"Cumberland Transfer Center",,1,2844901,shp-25-01,0,0
1129010,30,4,"Hamilton E. Holmes Station",,0,2844201,shp-30-01,0,0
1131020,30,1,"Hamilton E. Holmes Station",,0,2937002,shp-30-01,0,0
1138020,40,1,"Marietta Transfer Center",,1,2937902,shp-40-51,0,0
1138090,40,3,"Marietta Transfer Center",,1,2976709,shp-40-51,0,0
438070,10,2,"Arts Center Station",,0,2948407,shp-10-03,0,0
439020,BLUE,1,"Circ Blue - Battery/Cumberland Transfer Center",,1,2943502,shp-Blue-02,0,0
439090,BLUE,3,"Circ Blue - Battery/Cumberland Transfer Center",,1,2982309,shp-Blue-02,0,0
44010,15,4,"Marietta Transfer Center",,1,2844601,shp-15-51,0,0
443090,30,3,"Hamilton E. Holmes Station",,0,2974209,shp-30-01,0,0
452020,GREEN,1,"Circulator Green - Battery/Windy Hill",,0,2942302,shp-Green-03,0,0
456010,45,4,"Marietta Transfer Center",,1,2845901,shp-45-51,0,0
461070,40,2,"KSU-Kennesaw Campus",,0,2950607,shp-40-01,0,0
464090,25,3,"Hamilton E. Holmes Station",,0,2982109,shp-25-51,0,0
467090,20,3,"Marietta Transfer Center",,1,2974709,shp-20-54,0,0
469020,RAPID,1,"Arts Center Station with limited stops",,0,2938602,shp-Rapid-01,0,0
476090,20,3,"Cumberland Transfer Center",,0,2974709,shp-20-03,0,0
484020,10,1,"Marietta Transfer Center",,1,2942902,shp-10-52,0,0
490090,25,3,"Cumberland Transfer Center",,1,2978809,shp-25-01,0,0
494090,40,3,"Marietta Transfer Center",,1,2976709,shp-40-51,0,0
5020,50,1,"Marietta Transfer Center",,1,2936202,shp-50-51,0,0
503020,RAPID,1,"KSU-Kennesaw Campus limited stops",,1,2938502,shp-Rapid-52,0,0
512020,50,1,"Marietta Transfer Center",,1,2936202,shp-50-51,0,0
523020,20,1,"Cumberland Transfer Center",,0,2942902,shp-20-03,0,0
525070,30,2,"Marietta Transfer Center",,1,2948107,shp-30-52,0,0
535020,40,1,"Marietta Transfer Center",,1,2937702,shp-40-51,0,0
536070,50,2,"Cumberland Transfer Center",,0,2949107,shp-50-01,0,0
54020,30,1,"Hamilton E. Holmes Station",,0,2936602,shp-30-01,0,0
546020,50,1,"Cumberland Transfer Center",,0,2935102,shp-50-01,0,0
550020,RAPID,1,"KSU-Kennesaw Campus limited stops",,1,2937502,shp-Rapid-52,0,0
551020,RAPID,1,"KSU-Kennesaw Campus limited stops",,1,2937202,shp-Rapid-52,0,0
552070,40,2,"Marietta Transfer Center",,1,2950607,shp-40-51,0,0
570020,10,1,"Marietta Transfer Center",,1,2935502,shp-10-52,0,0
571020,25,1,"Hamilton E. Holmes Station",,0,2939902,shp-25-51,0,0
578070,30,2,"Hamilton E. Holmes Station",,0,2948107,shp-30-01,0,0
579090,50,3,"Marietta Transfer Center",,1,2975109,shp-50-51,0,0
586090,50,3,"Marietta Transfer Center",,1,2974109,shp-50-51,0,0
588090,30,3,"Hamilton E. Holmes Station",,0,2975609,shp-30-01,0,0
589020,10,1,"Arts Center Station",,0,2934902,shp-10-03,0,0
589090,10,3,"Arts Center Station",,0,2973909,shp-10-03,0,0
59090,40,3,"KSU-Kennesaw Campus",,0,2976709,shp-40-01,0,0
612010,20,4,"Cumberland Transfer Center",,0,2844701,shp-20-03,0,0
617020,RAPID,1,"KSU-Kennesaw Campus limited stops",,1,2938002,shp-Rapid-52,0,0
622090,30,3,"Marietta Transfer Center",,1,2975509,shp-30-52,0,0
623020,30,1,"Hamilton E. Holmes Station",,0,2942702,shp-30-01,0,0
628090,25,3,"Cumberland Transfer Center",,1,2982409,shp-25-01,0,0
629090,20,3,"Marietta Transfer Center",,1,2974709,shp-20-54,0,0
63090,GREEN,3,"Circulator Green - Battery/Windy Hill",,0,2982209,shp-Green-05,0,0
636010,25,4,"Hamilton E. Holmes Station",,0,2870101,shp-25-51,0,0
642070,RAPID,2,"Arts Center Station with limited stops",,0,2950307,shp-Rapid-01,0,0
643090,50,3,"Marietta Transfer Center",,1,2974809,shp-50-51,0,0
645020,RAPID,1,"Arts Center Station with limited stops",,0,2938502,shp-Rapid-02,0,0
646020,30,1,"Marietta Transfer Center",,1,2942702,shp-30-52,0,0
649090,30,3,"Marietta Transfer Center",,1,2973209,shp-30-52,0,0
650020,25,1,"Cumberland Transfer Center",,1,2943602,shp-25-01,0,0
651070,50,2,"Cumberland Transfer Center",,0,2949107,shp-50-01,0,0
662070,10,2,"Marietta Transfer Center",,1,2949607,shp-10-52,0,0
663090,40,3,"Marietta Transfer Center",,1,2976709,shp-40-51,0,0
671070,RAPID,2,"Arts Center Station with limited stops",,0,2950407,shp-Rapid-01,0,0
678010,BLUE,4,"Circ Blue - Battery/Cumberland Transfer Center",,1,2846401,shp-Blue-02,0,0
683090,15,3,"Cumberland Transfer Center",,0,2974409,shp-15-01,0,0
686070,15,2,"Marietta Transfer Center",,1,2949807,shp-15-51,0,0
687020,30,1,"Hamilton E. Holmes Station",,0,2936802,shp-30-01,0,0
698070,GREEN,2,"Circulator Green - Battery/Windy Hill",,0,2951007,shp-Green-03,0,0
699090,20,3,"Cumberland Transfer Center",,0,2973709,shp-20-03,0,0
7010,50,4,"Cumberland Transfer Center",,0,2845101,shp-50-01,0,0
703020,20,1,"Cumberland Transfer Center",,0,2934502,shp-20-03,0,0
705020,15,1,"Cumberland Transfer Center",,0,2936502,shp-15-01,0,0
709090,40,3,"Marietta Transfer Center",,1,2976509,shp-40-51,0,0
710020,15,1,"Marietta Transfer Center",,1,2934302,shp-15-51,0,0
725010,20,4,"Marietta Transfer Center",,1,2844701,shp-20-54,0,0
729090,40,3,"KSU-Kennesaw Campus",,0,2976509,shp-40-01,0,0
733070,25,2,"Hamilton E. Holmes Station",,0,2948807,shp-25-51,0,0
734020,45,1,"KSU-Kennesaw Campus",,0,2943002,shp-45-01,0,0
738020,15,1,"Cumberland Transfer Center",,0,2936302,shp-15-01,0,0
748010,10,4,"Arts Center Station",,0,2844801,shp-10-03,0,0
749020,20,1,"Cumberland Transfer Center",,0,2934502,shp-20-03,0,0
751020,45,1,"KSU-Kennesaw Campus",,0,2943002,shp-45-01,0,0
754020,RAPID,1,"KSU-Kennesaw Campus limited stops",,1,2938302,shp-Rapid-52,0,0
754090,RAPID,3,"KSU-Kennesaw Campus limited stops",,1,2977109,shp-Rapid-52,0,0
763070,25,2,"Hamilton E. Holmes Station",,0,2949707,shp-25-51,0,0
770020,10,1,"Marietta Transfer Center",,1,2934102,shp-10-52,0,0
77020,50,1,"Cumberland Transfer Center",,0,2935602,shp-50-01,0,0
775020,10,1,"Marietta Transfer Center",,1,2934402,shp-10-52,0,0
778070,10,2,"Arts Center Station",,0,2949307,shp-10-03,0,0
779090,30,3,"Marietta Transfer Center",,1,2974909,shp-30-52,0,0
782070,45,2,"Marietta Transfer Center",,1,2950807,shp-45-51,0,0
798010,25,4,"Cumberland Transfer Center",,1,2870101,shp-25-01,0,0
805010,30,4,"Hamilton E. Holmes Station",,0,2844401,shp-30-01,0,0
810090,30,3,"Marietta Transfer Center",,1,2974209,shp-30-51,0,0
812070,40,2,"KSU-Kennesaw Campus",,0,2950507,shp-40-01,0,0
817090,45,3,"Marietta Transfer Center",,1,2981809,shp-45-51,0,0
82020,30,1,"Marietta Transfer Center",,1,2936602,shp-30-52,0,0
825020,45,1,"Marietta Transfer Center",,1,2937802,shp-45-51,0,0
836020,20,1,"Cumberland Transfer Center",,0,2934802,shp-20-03,0,0
84020,10,1,"Arts Center Station",,0,2934902,shp-10-03,0,0
842090,30,3,"Hamilton E. Holmes Station",,0,2973009,shp-30-01,0,0
847070,30,2,"Marietta Transfer Center",,1,2948307,shp-30-52,0,0
873090,15,3,"Marietta Transfer Center",,1,2974009,shp-15-51,0,0
874070,15,2,"Cumberland Transfer Center",,0,2949807,shp-15-01,0,0
875090,50,3,"Cumberland Transfer Center",,0,2974609,shp-50-01,0,0
88020,30,1,"Marietta Transfer Center",,1,2933902,shp-30-52,0,0
887020,25,1,"Cumberland Transfer Center",,1,2943302,shp-25-01,0,0
890090,15,3,"Marietta Transfer Center",,1,2974009,shp-15-51,0,0
89090,25,3,"Cumberland Transfer Center",,1,2981509,shp-25-01,0,0
894020,BLUE,1,"Circ Blue - Battery/Cumberland Transfer Center",,1,2943502,shp-Blue-02,0,0
898010,50,4,"Marietta Transfer Center",,1,2844501,shp-50-51,0,0
929090,RAPID,3,"KSU-Kennesaw Campus limited stops",,1,2977009,shp-Rapid-52,0,0
1143090,10,3,"Arts Center Station",,0,2974509,shp-10-03,0,0
1165090,RAPID,3,"KSU-Kennesaw Campus limited stops",,1,2979109,shp-Rapid-52,0,0
117070,RAPID,2,"KSU-Kennesaw Campus limited stops",,1,2950307,shp-Rapid-52,0,0
1173010,40,4,"KSU-Kennesaw Campus",,0,2845601,shp-40-01,0,0
1175020,100,1,"Busbee Park & Ride",,1,2942202,shp-100-04,0,0
1176090,30,3,"Hamilton E. Holmes Station",,0,2973409,shp-30-01,0,0
118070,50,2,"Cumberland Transfer Center",,0,2949107,shp-50-01,0,0
1184090,50,3,"Marietta Transfer Center",,1,2974809,shp-50-51,0,0
1187020,50,1,"Marietta Transfer Center",,1,2935802,shp-50-51,0,0
119020,20,1,"Cumberland Transfer Center",,0,2935702,shp-20-03,0,0
1194070,50,2,"Marietta Transfer Center",,1,2948507,shp-50-51,0,0
1198090,BLUE,3,"Circ Blue - Battery/Cumberland Transfer Center",,1,2982309,shp-Blue-02,0,0
1203090,10,3,"Marietta Transfer Center",,1,2973209,shp-10-52,0,0
1206020,RAPID,1,"Arts Center Station with limited stops",,0,2938002,shp-Rapid-01,0,0
1207090,25,3,"Cumberland Transfer Center",,1,2981909,shp-25-01,0,0
1208090,10,3,"Marietta Transfer Center",,1,2981609,shp-10-52,0,0
1209010,40,4,"Marietta Transfer Center",,1,2845601,shp-40-51,0,0
1212020,RAPID,1,"Arts Center Station with limited stops",,0,2938502,shp-Rapid-01,0,0
1232020,30,1,"Marietta Transfer Center",,1,2936802,shp-30-52,0,0
1236070,25,2,"Hamilton E. Holmes Station",,0,2947707,shp-25-51,0,0
1238020,50,1,"Cumberland Transfer Center",,0,2935602,shp-50-01,0,0
1238090,50,3,"Cumberland Transfer Center",,0,2974609,shp-50-01,0,0
1240070,40,2,"Marietta Transfer Center",,1,2950507,shp-40-51,0,0
1242090,10,3,"Arts Center Station",,0,2973609,shp-10-03,0,0
1244090,30,3,"Marietta Transfer Center",,1,2975609,shp-30-52,0,0
13010,30,4,"Marietta Transfer Center",,1,2844401,shp-30-52,0,0
131020,20,1,"Marietta Transfer Center",,1,2934502,shp-20-54,0,0
134070,30,2,"Hamilton E. Holmes Station",,0,2948107,shp-30-01,0,0
136020,30,1,"Marietta Transfer Center",,1,2937002,shp-30-52,0,0
139070,RAPID,2,"KSU-Kennesaw Campus limited stops",,1,2950107,shp-Rapid-52,0,0
142020,15,1,"Cumberland Transfer Center",,0,2935402,shp-15-01,0,0
148070,50,2,"Cumberland Transfer Center",,0,2949107,shp-50-01,0,0
15020,BLUE,1,"Circ Blue - Battery/Cumberland Transfer Center",,1,2943502,shp-Blue-02,0,0
153070,RAPID,2,"Arts Center Station with limited stops",,0,2950407,shp-Rapid-01,0,0
100090,RAPID,3,"Arts Center Station with limited stops",,0,2976309,shp-Rapid-01,0,0
1014070,30,2,"Marietta Transfer Center",,1,2948907,shp-30-52,0,0
1022020,15,1,"Cumberland Transfer Center",,0,2935402,shp-15-01,0,0
1024070,10,2,"Arts Center Station",,0,2949307,shp-10-03,0,0
1026090,GREEN,3,"Circulator Green - Battery/Windy Hill",,0,2982209,shp-Green-05,0,0
1032090,45,3,"KSU-Kennesaw Campus",,0,2976609,shp-45-01,0,0
1038020,15,1,"Marietta Transfer Center",,1,2934302,shp-15-51,0,0
104070,30,2,"Hamilton E. Holmes Station",,0,2949407,shp-30-01,0,0
1043020,10,1,"Arts Center Station",,0,2934102,shp-10-03,0,0
1043090,10,3,"Arts Center Station",,0,2973309,shp-10-03,0,0
1044090,45,3,"KSU-Kennesaw Campus",,0,2976609,shp-45-01,0,0
1046090,10,3,"Arts Center Station",,0,2974509,shp-10-03,0,0
1051090,15,3,"Cumberland Transfer Center",,0,2974009,shp-15-01,0,0
106020,25,1,"Hamilton E. Holmes Station",,0,2940102,shp-25-51,0,0
106090,25,3,"Hamilton E. Holmes Station",,0,2978909,shp-25-51,0,0
1064010,50,4,"Cumberland Transfer Center",,0,2844501,shp-50-01,0,0
1065020,10,1,"Arts Center Station",,0,2942802,shp-10-03,0,0
1073070,RAPID,2,"KSU-Kennesaw Campus limited stops",,1,2950207,shp-Rapid-52,0,0
1080090,30,3,"Marietta Transfer Center",,1,2975609,shp-30-52,0,0
1082010,25,4,"Hamilton E. Holmes Station",,0,2845501,shp-25-51,0,0
1089070,RAPID,2,"Arts Center Station with limited stops",,0,2950107,shp-Rapid-01,0,0
1091090,10,3,"Marietta Transfer Center",,1,2973909,shp-10-52,0,0
1112090,RAPID,3,"Arts Center Station with limited stops",,0,2977209,shp-Rapid-01,0,0
1114020,RAPID,1,"KSU-Kennesaw Campus limited stops",,1,2940502,shp-Rapid-52,0,0
1114090,RAPID,3,"KSU-Kennesaw Campus limited stops",,1,2979309,shp-Rapid-52,0,0
1127070,RAPID,2,"KSU-Kennesaw Campus limited stops",,1,2949907,shp-Rapid-52,0,0
113070,10,2,"Arts Center Station",,0,2949607,shp-10-03,0,0
1132090,50,3,"Marietta Transfer Center",,1,2974109,shp-50-51,0,0
1144020,50,1,"Marietta Transfer Center",,1,2935102,shp-50-51,0,0
1146070,10,2,"Arts Center Station",,0,2949307,shp-10-03,0,0
1148090,45,3,"Marietta Transfer Center",,1,2981809,shp-45-51,0,0
1150090,30,3,"Hamilton E. Holmes Station",,0,2975509,shp-30-01,0,0
1151090,BLUE,3,"Circ Blue - Battery/Cumberland Transfer Center",,1,2981409,shp-Blue-02,0,0
1154020,25,1,"Cumberland Transfer Center",,1,2940102,shp-25-01,0,0
159090,30,3,"Hamilton E. Holmes Station",,0,2974309,shp-30-01,0,0
160020,20,1,"Cumberland Transfer Center",,0,2935702,shp-20-03,0,0
161020,RAPID,1,"Arts Center Station with limited stops",,0,2938202,shp-Rapid-01,0,0
161090,RAPID,3,"Arts Center Station with limited stops",,0,2977009,shp-Rapid-01,0,0
165020,40,1,"Marietta Transfer Center",,1,2937702,shp-40-51,0,0
167020,20,1,"Cumberland Transfer Center",,0,2935702,shp-20-03,0,0
167090,20,3,"Cumberland Transfer Center",,0,2974709,shp-20-03,0,0
169020,50,1,"Marietta Transfer Center",,1,2936202,shp-50-51,0,0
169090,50,3,"Marietta Transfer Center",,1,2975109,shp-50-51,0,0
173010,BLUE,4,"Circ Blue - Battery/Cumberland Transfer Center",,1,2846401,shp-Blue-02,0,0
175090,30,3,"Hamilton E. Holmes Station",,0,2981509,shp-30-01,0,0
187070,RAPID,2,"KSU-Kennesaw Campus limited stops",,1,2950007,shp-Rapid-52,0,0
191070,10,2,"Arts Center Station",,0,2949607,shp-10-03,0,0
192070,15,2,"Cumberland Transfer Center",,0,2949007,shp-15-01,0,0
193090,RAPID,3,"Marietta Transfer Center limited stops",,1,2976109,shp-Rapid-51,0,0
196090,50,3,"Cumberland Transfer Center",,0,2975109,shp-50-01,0,0
206070,RAPID,2,"KSU-Kennesaw Campus limited stops",,1,2950107,shp-Rapid-52,0,0
208010,20,4,"Cumberland Transfer Center",,0,2845201,shp-20-03,0,0
21090,25,3,"Hamilton E. Holmes Station",,0,2978709,shp-25-51,0,0
