stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
163,920163,"S Cobb Dr at Harmony Meadows Apartments",,33.905972,-84.542750,,,,,,0
164,920164,"S Cobb Dr at Waldrep Cir",,33.909288,-84.544099,,,,,,0
165,920165,"S Cobb Dr at Oak St",,33.912974,-84.546494,,,,,,0
166,920166,"S Cobb Dr at Oak St",,33.914248,-84.547255,,,,,,0
167,920167,"S Cobb Dr at Barber Rd",,33.916169,-84.548166,,,,,,0
168,920168,"S Cobb Dr at Austell Rd",,33.917588,-84.548508,,,,,,0
169,920169,"S Cobb Dr at Walthall Ave",,33.922635,-84.550114,,,,,,0
170,920170,"S Cobb Dr at Leader Rd",,33.923661,-84.550360,,,,,,0
171,920171,"S Cobb Dr at Leader Rd",,33.926667,-84.551122,,,,,,0
172,920172,"S Cobb Dr at Beech Rd",,33.928544,-84.550969,,,,,,0
173,920173,"S Cobb Dr at Carruth Dr",,33.930551,-84.550204,,,,,,0
174,920174,"S Cobb Dr at Appleton Dr",,33.932384,-84.548626,,,,,,0
175,920175,"S Cobb Dr at Pearl St",,33.934861,-84.543260,,,,,,0
176,920176,"Fairground St at Commerce Park Dr",,33.939939,-84.535062,,,,,,0
177,920177,"Fairground St at S Marietta Pkwy",,33.942369,-84.534996,,,,,,0
178,920178,"Fairground St at Commerce Park Dr",,33.942022,-84.535233,,,,,,0
179,920179,"Fairground St at Glover St",,33.938682,-84.535245,,,,,,0
180,920180,"Fairground St at S Cobb Dr",,33.933293,-84.501717,,,,,,0
181,920181,"S Cobb Dr at Atlanta St",,33.935476,-84.542102,,,,,,0
182,920182,"S Cobb Dr at Pearl St",,33.934211,-84.546298,,,,,,0
183,920183,"S Cobb Dr at Appleton Dr",,33.933153,-84.547994,,,,,,0
184,920184,"S Cobb Dr at Lakeside Apts",,33.931856,-84.549599,,,,,,0
185,920185,"S Cobb Dr at Beech Rd",,33.929462,-84.551022,,,,,,0
186,920186,"S Cobb Dr at Booth Rd",,33.925613,-84.551281,,,,,,0
187,920187,"S Cobb Dr at Walthall Ave",,33.921552,-84.550105,,,,,,0
188,920188,"S Cobb Dr at Austell Rd",,33.916048,-84.548415,,,,,,0
189,920189,"S Cobb Dr at Oak St",,33.912303,-84.546352,,,,,,0
190,920190,"S Cobb Dr at Waldrep Cir",,33.909237,-84.544393,,,,,,0
191,920191,"S Cobb Dr at Harmony Meadows Apts",,33.905832,-84.543003,,,,,,0
192,920192,"S Cobb Dr at Pat Mell Rd",,33.903887,-84.542285,,,,,,0
193,920193,"S Cobb Dr at Benson Poole Rd",,33.899815,-84.540755,,,,,,0
194,920194,"S Cobb Dr at Windy Hill Rd",,33.895349,-84.539049,,,,,,0
195,920195,"S Cobb Dr at Glendale Pl",,33.891941,-84.537768,,,,,,0
196,920196,"S Cobb Dr at Powder Springs St",,33.886909,-84.535841,,,,,,0
197,920197,"S Cobb Dr at Plaza Dr",,33.883517,-84.534562,,,,,,0
198,920198,"S Cobb Dr at Ask-Kay Dr",,33.880355,-84.533374,,,,,,0
199,920199,"S Cobb Dr at Church Rd",,33.877259,-84.532203,,,,,,0
200,920200,"S Cobb Dr at Concord Rd",,33.873048,-84.530305,,,,,,0
201,920201,"Concord Rd SE at Mccaulley Rd",,33.875809,-84.521949,,,,,,0
202,920202,"Spring Rd SE at Atlanta Rd",,33.880119,-84.511788,,,,,,0
203,920203,"Spring Rd SE at Jonquil Dr",,33.881977,-84.505063,,,,,,0
204,920204,"Spring Rd SE at Village Pkwy",,33.883567,-84.499212,,,,,,0
205,920205,"Spring Rd SE at Campbell Rd",,33.883209,-84.487046,,,,,,0
207,920207,"S Service Rd at Riverside Pkwy",,33.772895,-84.558302,,,,,,0
208,920208,"Six Flags Dr at Riverside Pkwy",,33.776795,-84.564228,,,,,,0
209,920209,"Six Flags Dr at Six Flags Pkwy",,33.777413,-84.565623,,,,,,0
210,920210,"Six Flags Dr at Elsner Rd",,33.778090,-84.569922,,,,,,0
211,920211,"Six Flags Dr at Factory Shoals Rd",,33.778339,-84.573849,,,,,,0
212,920212,"S Cobb Dr at King Springs Rd",,33.858315,-84.516189,,,,,,0
213,920213,"S Cobb Dr at Cooper Lake Rd",,33.846522,-84.504687,,,,,,0
214,920214,"Factory Shoals Rd at Britt Rd",,33.795733,-84.571738,,,,,,0
215,920215,"Factory Shoals Rd at Mableton Pkwy",,33.801064,-84.567653,,,,,,0
216,920216,"Mableton Pkwy at Old Powder Springs Rd",,33.806776,-84.570459,,,,,,0
217,920217,"Mableton Pkwy at Old Gordon Road",,33.812338,-84.572025,,,,,,0
218,920218,"Mableton Pkwy at Veterans Memorial Hwy",,33.817320,-84.574996,,,,,,0
219,920219,"Floyd Rd at Veterans Memorial Hwy",,33.819437,-84.576022,,,,,,0
220,920220,"Floyd Rd at Fontaine Rd",,33.823400,-84.575381,,,,,,0
221,920221,"Mable House Park And Ride",,33.826399,-84.575606,,,,,,0
222,920222,"Floyd Rd at Ayres Rd",,33.832173,-84.575768,,,,,,0
223,920223,"Floyd Rd at White Blvd",,33.835740,-84.576019,,,,,,0
224,920224,"Floyd Rd at Hicks Rd",,33.841300,-84.579228,,,,,,0
225,920225,"Floyd Rd at Bates Rd",,33.847145,-84.585255,,,,,,0
226,920226,"Floyd Rd at Trestle Dr",,33.852485,-84.588237,,,,,,0
227,920227,"Floyd Rd at East-West Conn",,33.855025,-84.588853,,,,,,0
228,920228,"East-West Connector at Floyd Rd",,33.855401,-84.593453,,,,,,0
229,920229,"East-West Connector at Hospital South Dr",,33.855081,-84.599392,,,,,,0
230,920230,"Austell Rd at East-West Conn",,33.855059,-84.602307,,,,,,0
231,920231,"Austell Rd at Hospital South Dr",,33.856538,-84.601410,,,,,,0
232,920232,"Austell Rd at Story Pl SW",,33.859818,-84.598800,,,,,,0
233,920233,"Austell Rd at Floyd Rd",,33.864048,-84.595137,,,,,,0
234,920234,"Austell Rd at Mimosa Dr",,33.867181,-84.592816,,,,,,0
235,920235,"Austell Rd at Amy Ln",,33.869179,-84.591502,,,,,,0
236,920236,"Austell Rd at Westbrook Mobile Homes",,33.871301,-84.590820,,,,,,0
237,920237,"Austell Rd at Lanier Dr",,33.873424,-84.590273,,,,,,0
238,920238,"Austell Rd at Byers Dr",,33.878334,-84.588989,,,,,,0
239,920239,"Austell Rd at Milford Church Rd",,33.881373,-84.588228,,,,,,0
240,920240,"Austell Rd at Crest Ridge Rd",,33.885601,-84.586123,,,,,,0
241,920241,"Austell Rd at E Callaway Rd",,33.888364,-84.583265,,,,,,0
242,920242,"Austell Rd at Hicks Rd",,33.891022,-84.578676,,,,,,0
243,920243,"Austell Rd at County Services Pkwy",,33.898234,-84.573161,,,,,,0
244,920244,"Austell Rd at Lorene Dr",,33.900438,-84.570360,,,,,,0
245,920245,"Austell Rd at Pat Mell Rd",,33.903480,-84.566523,,,,,,0
246,920246,"Austell Rd at Cunningham Rd",,33.905192,-84.563855,,,,,,0
247,920247,"Austell Rd at Austell Circle",,33.909264,-84.559292,,,,,,0
248,920248,"Austell Rd at Sandtown Rd",,33.911220,-84.557548,,,,,,0
249,920249,"Austell Rd at Cochran Rd",,33.913879,-84.554398,,,,,,0
250,920250,"Austell Rd at Knox Dr",,33.915435,-84.552524,,,,,,0
251,920251,"Austell Rd at Pair St",,33.917616,-84.550611,,,,,,0
253,920253,"Atlanta Rd at Austell Rd",,33.922812,-84.542669,,,,,,0
254,920254,"Atlanta St at S Cobb Dr",,33.936406,-84.541104,,,,,,0
255,920255,"S Marietta Pkwy at Atlanta St",,33.947669,-84.547814,,,,,,0
256,920256,"S Marietta Pkwy at Manget St",,33.943184,-84.539164,,,,,,0
257,920257,"S Marietta Pkwy at Manget St",,33.943372,-84.540347,,,,,,0
258,920258,"Atlanta St at S Marietta Pkwy",,33.946572,-84.548101,,,,,,0
259,920259,"Atlanta St at S Cobb Dr",,33.937246,-84.541954,,,,,,0
260,920260,"Atlanta Rd at Clay Dr",,33.923606,-84.542825,,,,,,0
261,920261,"Austell Rd at Joyner Ave",,33.921534,-84.544699,,,,,,0
262,920262,"Austell Rd at S Cobb Dr",,33.919167,-84.548506,,,,,,0
263,920263,"Austell Rd at Pair St",,33.918395,-84.550192,,,,,,0
264,920264,"Austell Rd at Sandtown Rd",,33.913878,-84.554838,,,,,,0
265,920265,"Austell Rd at Austell Cir",,33.909252,-84.559610,,,,,,0
266,920266,"Austell Rd at Cunningham Rd",,33.905594,-84.563709,,,,,,0
267,920267,"Austell Rd at Pat Mell Rd",,33.903564,-84.566836,,,,,,0
268,920268,"Austell Rd at Kurt Dr",,33.900412,-84.570725,,,,,,0
269,920269,"Austell Rd at Windy Hill Rd",,33.894903,-84.576746,,,,,,0
270,920270,"Austell Rd at Callaway Rd",,33.888784,-84.583087,,,,,,0
271,920271,"Austell Rd at Waymar Dr",,33.885733,-84.586382,,,,,,0
272,920272,"Austell Rd at Milford Church Rd",,33.882404,-84.588331,,,,,,0
273,920273,"Austell Rd at Pair Rd",,33.876805,-84.589686,,,,,,0
274,920274,"Austell Rd at Raes Creek Rd",,33.871353,-84.591104,,,,,,0
275,920275,"Austell Rd at Mimosa Dr",,33.867740,-84.592783,,,,,,0
276,920276,"Austell Rd at Reed Dr",,33.865100,-84.594613,,,,,,0
277,920277,"Austell Rd SW at Hurt Rd SW",,33.861833,-84.597431,,,,,,0
278,920278,"Austell Rd SW at Mulkey Rd SW",,33.857710,-84.600987,,,,,,0
279,920279,"Austell Rd at Hospital South Dr",,33.856222,-84.601936,,,,,,0
280,920280,"East-West Connector at Brookwood Dr",,33.854898,-84.598895,,,,,,0
281,920281,"East-West Connector at Floyd Rd",,33.856004,-84.590449,,,,,,0
282,920282,"Floyd Rd at Willowbrook Lane",,33.852914,-84.588462,,,,,,0
283,920283,"Floyd Rd at Floyd Dr",,33.846682,-84.585110,,,,,,0
284,920284,"Floyd Rd at Hicks Rd",,33.840616,-84.578469,,,,,,0
285,920285,"Floyd Rd at Nickajack Rd",,33.833436,-84.576109,,,,,,0
286,920286,"Floyd Rd at Patterns Dr",,33.831256,-84.576015,,,,,,0
287,920287,"Floyd Rd at Mableton Park & Ride - Ob",,33.825578,-84.576088,,,,,,0
288,920288,"Floyd Rd at Fontaine Rd",,33.822620,-84.575689,,,,,,0
289,920289,"Floyd Rd at Veterans Memorial Hwy",,33.819532,-84.576361,,,,,,0
290,920290,"Mableton Pkwy at Glore Cir",,33.816822,-84.574746,,,,,,0
291,920291,"Mableton Pkwy at Old Alabama Rd",,33.811485,-84.572163,,,,,,0
292,920292,"Mableton Pkwy at Old Powder Springs Rd",,33.808630,-84.571747,,,,,,0
293,920293,"Mableton Pkwy SW at Lane Dr",,33.805208,-84.569443,,,,,,0
294,920294,"Mableton Pkwy at Factory Shoals Rd",,33.802119,-84.567700,,,,,,0
295,920295,"Factory Shoals Rd at S Gordon Rd",,33.789832,-84.575821,,,,,,0
296,920296,"Six Flags Dr at Whisper Ct",,33.778103,-84.573876,,,,,,0
297,920297,"Six Flags Dr at Elsner Rd",,33.777703,-84.570613,,,,,,0
298,920298,"Six Flags Dr at Six Flags Pkwy",,33.777439,-84.565888,,,,,,0
302,920302,"Frey Rd at Campus Loop",,34.041960,-84.580850,,,,,,0
306,920306,"Busbee Dr at Townpark Ln",,34.036262,-84.575076,,,,,,0
307,920307,"Cumberland Blvd at S Cobb Dr",,33.844404,-84.499633,,,,,,0
308,920308,"Busbee Pkwy at PGA Superstore",,34.024933,-84.567859,,,,,,0
309,920309,"Ring Rd at Jc Penney Entrance",,34.018570,-84.565940,,,,,,0
310,920310,"Busbee Pkwy at Town Center Dr",,34.013541,-84.566452,,,,,,0
311,920311,"Cumberland Pkwy at Atlanta Rd",,33.848808,-84.491810,,,,,,0
312,920312,"Barrett Pkwy at Mall Blvd",,34.013433,-84.562022,,,,,,0
313,920313,"Barrett Pkwy at Barrett Creek Dr",,34.013862,-84.555592,,,,,,0
314,920314,"Barrett Pkwy at Bells Ferry Rd",,34.013776,-84.549608,,,,,,0
315,920315,"Bells Ferry Rd at Barrett Pkwy",,34.012720,-84.548520,,,,,,0
316,920316,"Bells Ferry Rd at Arnold Ave",,34.001971,-84.545457,,,,,,0
317,920317,"Bells Ferry Rd at Laurel Hills Preserve",,33.999476,-84.546227,,,,,,0
318,920318,"Bells Ferry Rd at Oak Harbor Trl",,33.996969,-84.547654,,,,,,0
319,920319,"Bells Ferry Rd at Bridgestone Dr",,33.992571,-84.550297,,,,,,0
320,920320,"Bells Ferry Rd at Cobb Pkwy",,33.982434,-84.557829,,,,,,0
321,920321,"Church St Ext at Loudermilk Dr",,33.978337,-84.557015,,,,,,0
322,920322,"Church St Ext at Elizabeth St",,33.973646,-84.551878,,,,,,0
323,920323,"Church St at Whitcher St",,33.969193,-84.550450,,,,,,0
324,920324,"Church St at Hillside Ave",,33.965397,-84.550136,,,,,,0
325,920325,"Church St at Sessions St",,33.961234,-84.550187,,,,,,0
326,920326,"Church St at Kennesaw Ave",,33.957150,-84.550280,,,,,,0
327,920327,"Cumberland Pkwy at Beech Haven Tr",,33.849055,-84.482543,,,,,,0
328,920328,"Cumberland Blvd at Magnolia Vinings Apts",,33.852173,-84.481218,,,,,,0
329,920329,"S Service Rd at Riverside Pkwy",,33.772811,-84.557991,,,,,,0
330,920330,"Cherokee St at Montgomery St",,33.959921,-84.548697,,,,,,0
331,920331,"Cherokee St at Freyer Rd",,33.963483,-84.547958,,,,,,0
332,920332,"Cherokee St at Chicopee Dr",,33.965694,-84.547839,,,,,,0
333,920333,"Cherokee St at Lewis Dr",,33.969712,-84.549983,,,,,,0
334,920334,"Church St Ext at Elizabeth St",,33.974282,-84.552198,,,,,,0
335,920335,"Bells Ferry Rd at Old 41 Hwy",,33.979777,-84.558720,,,,,,0
336,920336,"Bells Ferry Rd at Cobb Pkwy",,33.982040,-84.557783,,,,,,0
337,920337,"Bells Ferry Rd at Adair Dr",,33.986491,-84.555177,,,,,,0
338,920338,"Bells Ferry Rd at Bridgestone Dr",,33.993403,-84.549626,,,,,,0
339,920339,"Bells Ferry Rd at Mark Ave",,33.998017,-84.546810,,,,,,0
340,920340,"Bells Ferry Rd at Arnold Ave",,34.001499,-84.545394,,,,,,0
341,920341,"Bells Ferry Rd at Bristol Ln",,34.009637,-84.547401,,,,,,0
342,920342,"Bells Ferry Rd at Highoak Dr",,34.012531,-84.548368,,,,,,0
343,920343,"Barrett Pkwy at Prado Ln",,34.014207,-84.551489,,,,,,0
344,920344,"Barrett Pkwy at Chastain Meadows Pkwy",,34.014144,-84.554989,,,,,,0
345,920345,"Barrett Pkwy at Busbee Pkwy",,34.012556,-84.563748,,,,,,0
346,920346,"Busbee Pkwy at Town Center Dr",,34.013064,-84.565517,,,,,,0
347,920347,"Busbee Pkwy at Garden Ridge",,34.023401,-84.567565,,,,,,0
348,920348,"Busbee Pkwy at Big Shanty Rd",,34.026891,-84.567659,,,,,,0
349,920349,"Busbee Dr at KSU Center",,34.031517,-84.572619,,,,,,0
350,920350,"Busbee Dr at Townpark Ln",,34.036139,-84.574757,,,,,,0
