stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
354,920354,"Frey Rd at KSU Central Parking Deck",,34.042310,-84.581170,,,,,,0
355,920355,"Cumberland Blvd at Publix",,33.862219,-84.477647,,,,,,0
361,920361,"Vaughn Rd at Barrett Corners Dr",,34.001536,-84.590739,,,,,,0
362,920362,"Cobb Pkwy at White Circle",,33.988213,-84.574191,,,,,,0
363,920363,"Cobb Pkwy at Bells Ferry Rd",,33.980365,-84.556902,,,,,,0
364,920364,"Cobb Pkwy at Elizabeth Church Rd",,33.978599,-84.552823,,,,,,0
365,920365,"Cobb Pkwy at Industrial Park Dr",,33.975807,-84.546580,,,,,,0
366,920366,"Cobb Pkwy at Allgood Rd",,33.968884,-84.537801,,,,,,0
367,920367,"Cobb Pkwy at Abc Recycling",,33.966181,-84.534724,,,,,,0
373,920373,"Cobb Pkwy at Seminole Pl",,33.966187,-84.534359,,,,,,0
374,920374,"Cobb Pkwy at Industrial Park Dr",,33.971332,-84.540005,,,,,,0
375,920375,"Cobb Pkwy at Industrial Park Dr",,33.974633,-84.543799,,,,,,0
376,920376,"Cobb Pkwy at Kennestone Circle",,33.979480,-84.553976,,,,,,0
377,920377,"Cobb Pkwy at Bells Ferry Rd",,33.982135,-84.559837,,,,,,0
378,920378,"Cobb Pkwy at White Cir",,33.990969,-84.577769,,,,,,0
379,920379,"Vaughn Rd at Roberts Blvd",,34.003956,-84.590498,,,,,,0
380,920380,"Barrett Pkwy at Barrett Lakes Blvd",,34.003385,-84.578497,,,,,,0
385,920385,"Busbee Pkwy at Big Shanty Rd",,34.026743,-84.568012,,,,,,0
386,920386,"Busbee Pkwy at Town Center Dr",,34.021515,-84.567862,,,,,,0
389,920389,"Akers Mill Rd at Galleria Dr",,33.883328,-84.461925,,,,,,0
390,920390,"Akers Mill Rd at Cobb Galleria Pkwy",,33.884467,-84.460286,,,,,,0
392,920392,"Akers Mill Rd at Towercreek Pkwy",,33.891929,-84.454638,,,,,,0
393,920393,"Akers Mill Rd at Akers Dr",,33.893634,-84.453278,,,,,,0
394,920394,"Akers Mill Rd at Walton On The Chattahoochee",,33.896732,-84.449777,,,,,,0
395,920395,"Akers Mill Rd at Powers Ferry Rd",,33.898661,-84.447461,,,,,,0
396,920396,"Powers Ferry Rd at Rivers Apartments",,33.901430,-84.449618,,,,,,0
397,920397,"Powers Ferry Rd at Windy Ridge Pkwy",,33.902679,-84.455079,,,,,,0
398,920398,"Powers Ferry Rd at Parkwood Circle",,33.903782,-84.460111,,,,,,0
399,920399,"Powers Ferry Rd at Windy Hill Rd",,33.905159,-84.463241,,,,,,0
400,920400,"Powers Ferry Rd at Powers Ridge Office Park",,33.909087,-84.465008,,,,,,0
401,920401,"Powers Ferry Rd at Wildwood Pkwy",,33.913529,-84.465036,,,,,,0
403,920403,"Powers Ferry Rd at Terrell Mill Rd",,33.920701,-84.467321,,,,,,0
404,920404,"Powers Ferry Rd at Powers Ferry Common",,33.922125,-84.467809,,,,,,0
405,920405,"Delk Rd at Powers Ferry Rd",,33.924098,-84.470608,,,,,,0
406,920406,"Delk Rd at Brunswick Bowling Lane",,33.923004,-84.474009,,,,,,0
407,920407,"Delk Rd at Bentley Rd",,33.922602,-84.476314,,,,,,0
408,920408,"Delk Rd at Northchase Pkwy",,33.922790,-84.479936,,,,,,0
409,920409,"Delk Rd at Powers Ferry Pl",,33.922801,-84.482060,,,,,,0
410,920410,"Franklin Gateway Se at Kingston Ct",,33.924658,-84.491960,,,,,,0
411,920411,"Franklin Rd at Autumn View Apartments",,33.927046,-84.492550,,,,,,0
412,920412,"Franklin Rd at Franklin Plaza",,33.928117,-84.493623,,,,,,0
413,920413,"Franklin Gateway Se at Franklin Ct",,33.931443,-84.497462,,,,,,0
414,920414,"Franklin Gateway Se at Citgo Gas Station",,33.932667,-84.499875,,,,,,0
415,920415,"Franklin Rd at Ashton Place Apartments",,33.934372,-84.503111,,,,,,0
416,920416,"Franklin Rd at Twin Brooks Dr",,33.935936,-84.504280,,,,,,0
417,920417,"Franklin Rd at Parkway Pl",,33.937918,-84.506870,,,,,,0
418,920418,"S Marietta Pkwy at Wylie Rd",,33.940328,-84.511622,,,,,,0
419,920419,"Cobb Pkwy at S Marietta Pkwy",,33.942688,-84.515986,,,,,,0
420,920420,"Cobb Pkwy at Freys Gin Rd",,33.945353,-84.517437,,,,,,0
421,920421,"Cobb Pkwy at Marietta Trade Center",,33.946174,-84.517911,,,,,,0
422,920422,"Cobb Pkwy at Marietta Trade Center",,33.948364,-84.519088,,,,,,0
426,920426,"Cobb Pkwy at N Marietta Pkwy",,33.961888,-84.529577,,,,,,0
427,920427,"Cobb Pkwy at Seminole Pl",,33.964290,-84.532245,,,,,,0
432,920432,"Fairground St at Rigby St",,33.956728,-84.535637,,,,,,0
433,920433,"Fairground St at Lawrence St",,33.953691,-84.534771,,,,,,0
434,920434,"Fairground St at Fort St",,33.953890,-84.534548,,,,,,0
438,920438,"Cobb Pkwy at Seminole Dr",,33.964266,-84.532577,,,,,,0
439,920439,"Cobb Pkwy at N Marietta Pkwy",,33.961977,-84.530108,,,,,,0
443,920443,"Cobb Pkwy at Marietta Trade Center",,33.945779,-84.518059,,,,,,0
444,920444,"S Marietta Pkwy at Cobb Pkwy",,33.940751,-84.513625,,,,,,0
445,920445,"S Marietta Pkwy at Wylie Rd",,33.939924,-84.511723,,,,,,0
446,920446,"Franklin Rd at S Marietta Pkwy",,33.938535,-84.507670,,,,,,0
447,920447,"Franklin Rd at Ridge Points Apartments",,33.934019,-84.503011,,,,,,0
448,920448,"Franklin Rd at Cinnamon Ridge",,33.932374,-84.499626,,,,,,0
449,920449,"Franklin Rd at Franklin Ct",,33.930163,-84.496391,,,,,,0
450,920450,"Franklin Rd at Marquis Place",,33.927772,-84.493600,,,,,,0
451,920451,"Franklin Rd at Delk Industrial Blvd",,33.926289,-84.492354,,,,,,0
452,920452,"Franklin Rd at Kingston Ct",,33.924562,-84.492160,,,,,,0
453,920453,"Delk Rd at Franklin Rd",,33.922529,-84.490931,,,,,,0
454,920454,"Delk Rd at Northchase Pkwy",,33.922510,-84.479652,,,,,,0
455,920455,"Delk Rd at Bentley Rd",,33.922560,-84.475138,,,,,,0
456,920456,"Delk Rd at Powers Ferry Rd",,33.923958,-84.469975,,,,,,0
457,920457,"Powers Ferry Rd at Powers Ferry Common",,33.922060,-84.468081,,,,,,0
458,920458,"Powers Ferry Rd at Terrell Mill Rd",,33.918880,-84.467228,,,,,,0
459,920459,"Powers Ferry Rd at Terrell Mill Rd",,33.916973,-84.466689,,,,,,0
460,920460,"Powers Ferry Rd at Wildwood Pkwy",,33.913253,-84.465376,,,,,,0
461,920461,"Powers Ferry Rd at Windy Hill Rd",,33.904987,-84.463593,,,,,,0
462,920462,"Powers Ferry Rd at Parkwood Circle",,33.903484,-84.460138,,,,,,0
463,920463,"Powers Ferry Rd at Shadowood Pkwy",,33.902289,-84.454548,,,,,,0
464,920464,"Powers Ferry Rd at Shadowood Office Park",,33.901162,-84.449621,,,,,,0
465,920465,"Akers Mill Rd at Walton On The Chattahoochee",,33.897102,-84.449609,,,,,,0
466,920466,"Akers Mill Rd at The Columns at Akers Mill",,33.895492,-84.451443,,,,,,0
468,920468,"Cobb Galleria Pkwy at Riverwood Pkwy",,33.881004,-84.456565,,,,,,0
469,920469,"Akers Mill Rd at Galleria Dr",,33.883675,-84.461856,,,,,,0
470,920470,"Spring Rd Se at Spring Creek Pl",,33.883587,-84.491642,,,,,,0
471,920471,"Spring Rd at Spring Creek Pl",,33.883352,-84.490825,,,,,,0
474,920479,"Spring St at Luckie St",,33.758280,-84.390686,,,,,,0
476,920481,"Spring St at John Portman Blvd",,33.761081,-84.388996,,,,,,0
477,920482,"Spring St at Baker St",,33.762194,-84.388966,,,,,,0
478,920483,"West Peachtree St at 3Rd St",,33.773604,-84.387223,,,,,,0
479,920484,"West Peachtree St at 4th St",,33.774890,-84.387259,,,,,,0
482,920487,"West Peachtree St at 14Th St",,33.787129,-84.387548,,,,,,0
485,920492,"Centennial Olympic Park Dr at Andrew Young Intl Bl",,33.759924,-84.392159,,,,,,0
486,920493,"Marietta St at Ted Turner Dr",,33.757017,-84.392883,,,,,,0
496,920512,"MLK Jr Dr at Forsyth St",,33.752779,-84.393352,,,,,,0
511,920533,"Cumberland Pkwy at The Pointe at Vinings",,33.875734,-84.474146,,,,,,0
513,920535,"Akers Mill Rd at Towercreek Pkwy",,33.891872,-84.454888,,,,,,0
516,920538,"Roswell St at Alexander St",,33.951038,-84.545026,,,,,,0
517,920539,"Six Flags Dr at Riverside Pkwy",,33.776252,-84.563511,,,,,,0
518,920540,"Church St Ext at Loudermilk Dr",,33.978527,-84.557189,,,,,,0
520,920542,"Vaughn Rd at Cobb Pkwy",,34.001634,-84.590604,,,,,,0
522,920544,"Busbee Park-N-Ride",,34.029135,-84.569824,,,,,,0
524,920546,"Circle 75 Pkwy at 1000 Building",,33.889609,-84.466237,,,,,,0
525,920547,"Circle 75 Pkwy at Windy Hill Rd",,33.899977,-84.474933,,,,,,0
531,920553,"Circle 75 Pkwy at 900 Building",,33.887837,-84.468759,,,,,,0
534,920556,"Interstate North Pkwy at 150 Building",,33.901372,-84.465904,,,,,,0
535,920557,"Interstate North Pkwy at Windy Hill Rd",,33.903672,-84.466101,,,,,,0
536,920558,"Windy Ridge Pkwy at Parkwood Cir",,33.904323,-84.459040,,,,,,0
537,920559,"Interstate North Pkwy at Marriott",,33.897538,-84.467030,,,,,,0
540,920562,"Acworth Park & Ride",,34.077294,-84.656416,,,,,,0
541,920563,"Akers Mill Rd at The Columns Entrance",,33.894395,-84.452408,,,,,,0
542,920564,"Powers Ferry Rd at Carithers Flowers",,33.910684,-84.465001,,,,,,0
543,920565,"Windy Hill Rd at Windy Ridge Pkwy",,33.906339,-84.462203,,,,,,0
546,920568,"Franklin Rd at Twin Brooks Dr",,33.935775,-84.504527,,,,,,0
548,920570,"Cumberland Blvd at Publix",,33.862770,-84.477456,,,,,,0
549,920571,"Cumberland Pkwy at Paces Walk Se",,33.859898,-84.479607,,,,,,0
550,920572,"Cobb Pkwy at Ga 280 Delk On-Ramp",,33.919595,-84.502662,,,,,,0
551,920573,"S Cobb Dr at Walthall Ave",,33.922692,-84.550405,,,,,,0
552,920574,"Floyd Rd at White Blvd",,33.836128,-84.576340,,,,,,0
553,920575,"Church St Ext at Cobb Emc Pkwy",,33.976757,-84.554618,,,,,,0
554,920576,"Cherokee St at Forest Ave",,33.956222,-84.549023,,,,,,0
556,920578,"N Marietta Pkwy at Amy Dr",,33.959195,-84.532527,,,,,,0
557,920579,"Cumberland Blvd at Magnolia Apts",,33.852029,-84.481429,,,,,,0
558,920580,"Cumberland Pkwy at Beech Haven Tr",,33.848751,-84.484285,,,,,,0
559,920581,"Cobb Pkwy at White Cir",,33.986538,-84.569792,,,,,,0
560,920582,"Cobb Pkwy at Barrett Pkwy",,33.997787,-84.586073,,,,,,0
561,920583,"Cumberland Blvd at Bridgehaven Dr",,33.849251,-84.490213,,,,,,0
562,920584,"Cumberland Pkwy at Atlanta Rd",,33.848842,-84.494460,,,,,,0
563,920585,"Cumberland Pkwy at S Cobb Dr",,33.844708,-84.499742,,,,,,0
564,920586,"S Cobb Dr at Cooper Lake Rd",,33.846564,-84.504241,,,,,,0
565,920587,"Cumberland Pkwy at Adams Lake Blvd",,33.875571,-84.473919,,,,,,0
566,920590,"S Cobb Dr at Ridgeview / Emory",,33.855307,-84.512867,,,,,,0
568,920599,"Windy Hill Rd at N Park Pl",,33.902992,-84.481078,,,,,,0
569,920600,"County Services Pkwy at Cobb Co Dot",,33.906604,-84.582528,,,,,,0
570,920601,"Windy Hill Rd at N Park Pl",,33.902297,-84.480814,,,,,,0
571,920602,"Windy Hill Rd at Wildwood Pkwy",,33.911297,-84.460094,,,,,,0
572,920603,"Austell Rd at Darnell Rd",,33.920305,-84.546358,,,,,,0
574,920605,"Atlanta Rd at Perrin Rd",,33.931193,-84.540392,,,,,,0
575,920606,"Atlanta St at Pearl St",,33.946217,-84.547586,,,,,,0
577,920608,"Bells Ferry Rd at Bristol Ln",,34.009850,-84.547695,,,,,,0
578,920609,"Bells Ferry Rd at Manuel Dr",,33.990447,-84.551575,,,,,,0
579,920610,"Bells Ferry Rd at Turner Rd",,33.988255,-84.553667,,,,,,0
580,920611,"Bells Ferry Rd at Cottage Way",,33.986494,-84.555438,,,,,,0
581,920612,"Bells Ferry Rd at Field Pkwy",,33.984413,-84.556560,,,,,,0
582,920613,"Church St at Vann St",,33.972112,-84.550994,,,,,,0
583,920614,"N Marietta Pkwy at Fairground St",,33.958710,-84.535920,,,,,,0
584,920615,"Roberts Blvd at Cobb Place Blvd",,34.004162,-84.585827,,,,,,0
587,920618,"Austell Rd at Dorothy Dr",,33.890292,-84.580588,,,,,,0
588,920619,"Factory Shoals Rd at Britt Rd",,33.795633,-84.572094,,,,,,0
589,920620,"S Service Rd at Six Flags Pkwy",,33.771752,-84.553071,,,,,,0
590,920623,"Bells Ferry Rd at Old Bells Ferry Rd",,33.984547,-84.556267,,,,,,0
591,920624,"Bells Ferry Rd at Dickson Rd",,33.987799,-84.554008,,,,,,0
592,920625,"Bells Ferry Rd at Manuel Dr",,33.990509,-84.551420,,,,,,0
593,920626,"Bells Ferry Rd at Skip Wells Park",,34.006717,-84.546194,,,,,,0
594,920627,"Busbee Park-N-Ride",,34.029359,-84.570409,,,,,,0
598,920631,"Barrett Pkwy at Cobb Place Blvd",,34.007713,-84.571797,,,,,,0
599,920632,"Barrett Pkwy at Barrett Lakes Blvd",,34.005030,-84.576487,,,,,,0
600,920633,"Roberts Blvd at Cobb Place Blvd",,34.004440,-84.586938,,,,,,0
601,920634,"Vaughn Rd at Bentley Pl",,34.003015,-84.590740,,,,,,0
602,920635,"Cobb Pkwy at Barrett Pkwy",,33.997730,-84.586570,,,,,,0
603,920636,"Cobb Pkwy at Pete Scoggin Pkwy",,33.986020,-84.569367,,,,,,0
604,920638,"N Marietta Pkwy at Amy Dr",,33.959097,-84.533502,,,,,,0
606,920640,"Circle 75 Pkwy at 900 Building",,33.887899,-84.468264,,,,,,0
613,920647,"Circle 75 Pkwy at Herodian Way",,33.895225,-84.468248,,,,,,0
615,920649,"Circle 75 Pkwy at 1000 Building Entrance",,33.889828,-84.466362,,,,,,0
616,920650,"Busbee Pkwy at Town Center Dr",,34.021992,-84.567602,,,,,,0
617,920651,"Fairground St at Rigby St",,33.956488,-84.535000,,,,,,0
620,920654,"County Services Pkwy at Cobb Co Trash Transfer Stn",,33.906682,-84.582242,,,,,,0
626,920660,"Interstate North Pkwy at 180 Building",,33.900116,-84.468340,,,,,,0
627,920661,"Interstate North Pkwy at 180 Building",,33.900693,-84.466903,,,,,,0
628,920662,"Interstate North Pkwy at 150 Building",,33.902242,-84.465529,,,,,,0
629,920663,"Atlanta Rd at E Dixie Ave",,33.941255,-84.544274,,,,,,0
630,920664,"Atlanta Rd at E Dixie Ave",,33.940842,-84.544015,,,,,,0
631,920665,"Cherokee St at Blackwell St",,33.957660,-84.548965,,,,,,0
632,920666,"Bells Ferry Rd at Oak Harbor Trl",,33.996883,-84.547530,,,,,,0
634,920668,"Busbee Dr at KSU Center",,34.031998,-84.573249,,,,,,0
637,920674,"Akers Mill Rd at Powers Ferry Rd",,33.898446,-84.447964,,,,,,0
645,920776,"Blair Bridge Rd at S Gordon Rd",,33.789184,-84.580426,,,,,,0
646,920777,"Blair Bridge Rd at Hembree Dr",,33.786524,-84.587196,,,,,,0
647,920778,"Blair Bridge Rd at Blairs View Dr",,33.782245,-84.593889,,,,,,0
648,920779,"Riverside Pkwy at Lake Crossing",,33.779583,-84.592585,,,,,,0
649,920780,"Six Flags Dr at Summer Stone Ln",,33.777773,-84.589712,,,,,,0
650,920781,"Six Flags Dr at Winterglen Ln",,33.777657,-84.584502,,,,,,0
651,920782,"Six Flags Dr at Pine View Way",,33.778479,-84.580589,,,,,,0
652,920783,"Six Flags Dr at Factory Shoals Rd",,33.778525,-84.575948,,,,,,0
653,920784,"Six Flags Dr at Factory Shoals Rd",,33.778675,-84.576743,,,,,,0
654,920785,"Six Flags Dr at Springchase St",,33.778655,-84.579752,,,,,,0
655,920786,"Six Flags Dr at Winterglen Lane",,33.777876,-84.586011,,,,,,0
656,920787,"Six Flags Dr at Winterbrook Way",,33.778464,-84.590581,,,,,,0
657,920788,"Blair Bridge Rd at Six Flags Dr",,33.782243,-84.593649,,,,,,0
658,920789,"Blair Bridge Rd at Pleasant Dr",,33.786406,-84.587189,,,,,,0
659,920790,"Blair Bridge Rd at William Rd",,33.787861,-84.583454,,,,,,0
660,920791,"Blair Bridge Rd at S Gordon Rd",,33.789092,-84.580323,,,,,,0
661,920792,"County Services Pkwy at Cobb Co Juvenile Detention",,33.916609,-84.582412,,,,,,0
662,920793,"Cherokee St at Canton Rd",,33.968607,-84.548366,,,,,,0
666,920797,"S Marietta Pkwy at Franklin Rd",,33.939597,-84.508808,,,,,,0
668,920805,"County Services Pkwy at Cobb County Juvenile Deten",,33.916621,-84.582205,,,,,,0
669,920807,"S Cobb Dr at Magnolia Dr",,33.866197,-84.523839,,,,,,0
670,920808,"Atlanta Rd at Generals Rd",,33.930255,-84.540718,,,,,,0
671,920809,"S Cobb Dr at Mccaulley Rd",,33.866500,-84.523693,,,,,,0
672,920810,"Spring Rd SE at Woodruff Dr",,33.883162,-84.482543,,,,,,0
673,920811,"Factory Shoals Rd at S Gordon Rd",,33.789667,-84.575589,,,,,,0
676,920814,"Circle 75 Pkwy at Days Inn",,33.898448,-84.473384,,,,,,0
678,920816,"Circle 75 Pkwy at Herodian Way",,33.895769,-84.468956,,,,,,0
687,920826,"Windy Hill Rd at The Towers At Wildwood Plaza",,33.913022,-84.461093,,,,,,0
688,920827,"Windy Hill Rd at Wildwood Pkwy",,33.910894,-84.460298,,,,,,0
689,920828,"Windy Hill Rd at Village Pkwy",,33.899488,-84.493967,,,,,,0
690,920829,"Windy Hill Rd at Village Pkwy",,33.899215,-84.494008,,,,,,0
691,920830,"Spring Rd SE at Sports Ave SE",,33.883132,-84.477243,,,,,,0
692,920831,"Spring St at Sports Ave",,33.883357,-84.477408,,,,,,0
703,920855,"H E Holmes Dr at Mlk Jr Dr",,33.752284,-84.467609,,,,,,0
707,920892,"S Marietta Pkwy at Waverly Way",,33.949614,-84.551068,,,,,,0
708,920893,"S Marietta Pkwy at Roswell Street",,33.951858,-84.551922,,,,,,0
710,920895,"S Marietta Pkwy at Crescent Cir",,33.950103,-84.551649,,,,,,0
711,920898,"Powder Springs St at Bellemeade Dr",,33.925234,-84.573757,,,,,,0
717,920907,"Arts Center Station",,33.789418,-84.387120,,,,,,0
720,920910,"Hamilton E. Holmes Station",,33.754200,-84.470550,,,,,,0
746,920913,"Concord Rd SE at King Springs Rd",,33.876238,-84.520777,,,,,,0
747,920914,"Concord Rd SE at S Cobb Dr",,33.874756,-84.529389,,,,,,0
748,920915,"Concord Rd at Smyrna Fire Station No 2",,33.871962,-84.534190,,,,,,0
749,920916,"Concord Rd SE at N Cooper Lake Rd",,33.868485,-84.537814,,,,,,0
750,920917,"Hurt Rd SE at Springbrook Trl",,33.867744,-84.545457,,,,,,0
751,920918,"Hurt Rd SE at Landrum Dr",,33.868895,-84.552965,,,,,,0
752,920919,"Hurt Rd SW at Brooks Ct",,33.869941,-84.555129,,,,,,0
753,920920,"Hurt Rd SW at Mallard Glen",,33.869986,-84.557644,,,,,,0
754,920921,"Hurt Rd SW at Harris Rd",,33.869955,-84.561046,,,,,,0
756,920923,"Hurt Rd at Hurt Rd",,33.864542,-84.569612,,,,,,0
757,920924,"Hurt Rd at Donald Rd",,33.863692,-84.574364,,,,,,0
758,920925,"Hurt Rd at Hicks Rd",,33.864429,-84.576695,,,,,,0
759,920926,"Hurt Rd at Tranquil Dr",,33.864686,-84.581920,,,,,,0
760,920927,"Hurt Rd at Dyer Parke Ln SW",,33.864431,-84.586372,,,,,,0
761,920928,"Hurt Rd at Settlers Walk Way",,33.863495,-84.590108,,,,,,0
762,920929,"Hurt Rd at Floyd Rd",,33.862241,-84.593962,,,,,,0
763,920930,"Austell Rd at Orange Hill Rd",,33.850868,-84.606343,,,,,,0
764,920931,"Austell Rd at Anderson Mill Rd",,33.849192,-84.607815,,,,,,0
765,920932,"Austell Rd at Elmwood Dr",,33.845959,-84.609344,,,,,,0
766,920933,"Austell Rd at Seayes Rd",,33.839288,-84.611244,,,,,,0
767,920934,"Austell Rd at Evergreen Dr",,33.836561,-84.611548,,,,,,0
768,920935,"Austell Rd at Clay Rd",,33.831948,-84.612574,,,,,,0
769,920936,"Austell Rd at Perkerson Mill Rd SW",,33.828282,-84.614421,,,,,,0
770,920937,"Austell Rd at Bishop Row SW",,33.821105,-84.617793,,,,,,0
771,920938,"Austell Rd at Landington Dr",,33.818832,-84.618190,,,,,,0
772,920939,"Maxham Rd at Salt Springs Pl",,33.812178,-84.619478,,,,,,0
773,920940,"Maxham Rd at Salt Springs Pl",,33.810061,-84.619842,,,,,,0
774,920941,"Maxham Rd at Pontiac Cir",,33.807898,-84.620026,,,,,,0
775,920943,"Old Alabama Rd SW at South Gordon Rd SW",,33.804717,-84.611042,,,,,,0
776,920944,"Old Alabama Rd Sw at James Rd",,33.808041,-84.598255,,,,,,0
777,920945,"Old Alabama Rd SW at S Glenn Forest SW",,33.808179,-84.590236,,,,,,0
778,920946,"Old Alabama Rd at Pebblebrook High School",,33.807530,-84.581596,,,,,,0
779,920947,"Old Alabama Rd SW at Pisgah Rd SW",,33.808944,-84.577976,,,,,,0
780,920948,"Old Alabama Rd SW at Old Powder Springs Rd SW",,33.809453,-84.575444,,,,,,0
781,920949,"Mableton Pkwy Sw at Community Rd",,33.800272,-84.566574,,,,,,0
782,920950,"Mableton Pkwy at Gordon Valley Lane",,33.795823,-84.562692,,,,,,0
783,920951,"Mableton Pkwy at South Gordon Rd",,33.793867,-84.560947,,,,,,0
784,920952,"S Gordon Rd at Riverside Intermediate School",,33.790847,-84.563161,,,,,,0
785,920953,"Hillcrest Dr SE at Shenandoah Trail",,33.789016,-84.564268,,,,,,0
786,920954,"Hillcrest Dr SE at Bonnes Dr SW",,33.787141,-84.559046,,,,,,0
787,920955,"Hillcrest Dr SE at Wilhelmia Dr",,33.785320,-84.555661,,,,,,0
788,920956,"Hillcrest Dr SE at Hillcrest Chase Ln",,33.781720,-84.551161,,,,,,0
789,920957,"Hillcrest Dr SE at Six Flags Pkwy",,33.778826,-84.545960,,,,,,0
790,920958,"Six Flags Pkwy SW at Silver Arrow Cir",,33.775675,-84.550112,,,,,,0
791,920959,"Six Flags Pkwy SW at Silver Arrow Cir",,33.775478,-84.550113,,,,,,0
792,920960,"Six Flags Pkwy SW at Bishop Rd",,33.777999,-84.546799,,,,,,0
793,920961,"Hillcrest Dr SE at Hillcrest Chase Ln",,33.781677,-84.550821,,,,,,0
794,920962,"Hillcrest Dr SE at Satterlee Woods Ln",,33.783447,-84.553185,,,,,,0
795,920963,"Hillcrest Dr SE at Brumley Cove Dr",,33.784506,-84.554439,,,,,,0
796,920964,"Hillcrest Dr SE at Bridgewood Dr",,33.786951,-84.557870,,,,,,0
797,920965,"Hillcrest Dr SE at South Gordon Rd",,33.789358,-84.564532,,,,,,0
798,920966,"S Gordon Rd at Riverside Intermediate School",,33.790785,-84.562967,,,,,,0
799,920967,"Mableton Pkwy SW at South Gordon Rd SW",,33.794214,-84.560914,,,,,,0
800,920968,"Mableton Pkwy SW at Twain Cir",,33.799468,-84.565473,,,,,,0
801,920969,"Mableton Pkwy SW at Factory Schoals Rd SW",,33.801628,-84.567175,,,,,,0
802,920970,"Old Alabama Rd at Mableton Pkwy",,33.810656,-84.572635,,,,,,0
803,920971,"Old Alabama Rd SW at Old Powder Springs Rd SW",,33.809659,-84.575005,,,,,,0
804,920972,"Old Alabama Rd SW at Pisgah Rd",,33.809111,-84.577649,,,,,,0
805,920973,"Old Alabama Rd SW at Sunset Blvd",,33.808301,-84.580309,,,,,,0
806,920974,"Old Alabama Rd SW at Dunn Rd",,33.808162,-84.589127,,,,,,0
807,920975,"Old Alabama Rd SW at James Rd",,33.808178,-84.597878,,,,,,0
808,920976,"Old Alabama Rd SW at Hickory Hill Dr",,33.804757,-84.611458,,,,,,0
809,920977,"Old Alabama Rd at Shadygrove Walk (Not 25 Timepoin",,33.802802,-84.617774,,,,,,0
810,920978,"Maxham Rd at Poldar Way",,33.808303,-84.619678,,,,,,0
811,920979,"Maxham Rd at Maxham Rd",,33.812614,-84.619066,,,,,,0
812,920980,"Austell Rd at Landington Dr",,33.819274,-84.617896,,,,,,0
813,920981,"Austell Rd at Perkerson Mill Rd SW",,33.827724,-84.614382,,,,,,0
814,920982,"Austell Rd at Austell Plaza",,33.830285,-84.613073,,,,,,0
815,920983,"Austell Rd at Roberta Cir Ext",,33.836599,-84.611289,,,,,,0
816,920984,"Austell Rd at Stallion Pkwy SW",,33.838909,-84.610982,,,,,,0
817,920985,"Austell Rd at Elmwood Dr",,33.846174,-84.609039,,,,,,0
818,920986,"Austell Rd at Lowes",,33.851094,-84.605742,,,,,,0
819,920987,"Austell Rd at Orange Grove Pl",,33.848115,-84.608289,,,,,,0
820,920988,"Hurt Rd at Floyd Rd",,33.861811,-84.595280,,,,,,0
821,920989,"Hurt Rd at Creek Forest Ln",,33.862818,-84.591580,,,,,,0
822,920990,"Hurt Rd at Dyer Parke Ln SW",,33.864216,-84.585332,,,,,,0
823,920991,"Hurt Rd at Tranquil Dr",,33.864577,-84.581808,,,,,,0
824,920992,"Hurt Rd at Hicks Rd",,33.863723,-84.575908,,,,,,0
825,920993,"Hurt Rd at Donald Rd",,33.863539,-84.573609,,,,,,0
826,920994,"Hurt Rd at S Hurt Rd",,33.864383,-84.569810,,,,,,0
828,920996,"Hurt Rd SW at Lakeshore Dr",,33.869832,-84.561049,,,,,,0
829,920997,"Hurt Rd SW at Lakeshore Dr",,33.869859,-84.558367,,,,,,0
830,920998,"Hurt Rd SW at Brooks Ct",,33.869744,-84.554468,,,,,,0
831,920999,"Hurt Rd SE at Lucia Dr",,33.868329,-84.550350,,,,,,0
832,921000,"Hurt Rd SE at Springbrook Trail",,33.867566,-84.544776,,,,,,0
833,921001,"Hurt Rd at Hurt Rd",,33.867173,-84.540780,,,,,,0
834,921002,"Concord Rd at Alcott Dr",,33.869383,-84.536889,,,,,,0
835,921003,"Concord Rd SE at S Cobb Dr",,33.874526,-84.529186,,,,,,0
836,921004,"Cumberland Blvd at Cotton St",,33.887091,-84.476188,,,,,,0
837,921005,"Cumberland Blvd at Spring Rd",,33.886696,-84.476126,,,,,,0
844,921012,"Cumberland Blvd at Residence Inn Loop",,33.885727,-84.476594,,,,,,0
845,921013,"Cumberland Blvd at Cotton St",,33.884909,-84.476825,,,,,,0
846,921014,"Cumberland Pkwy at Home Services at Home Depot Par",,33.869210,-84.475457,,,,,,0
847,921015,"Cumberland Pkwy at Kaiser Permanente",,33.866997,-84.476801,,,,,,0
848,921016,"Cumberland Pkwy at Unipro Corporate Office / Kaise",,33.867220,-84.476507,,,,,,0
849,921017,"Cumberland Pkwy at Home Services at Home Depot Par",,33.869383,-84.475674,,,,,,0
869,921018,"Cumberland Blvd at Akers Mill Rd SE",,33.877939,-84.464877,,,,,,0
870,921019,"Cumberland Blvd at Stillhouse Creek Dr/Riverwood P",,33.877510,-84.463560,,,,,,0
871,921020,"Cumberland Blvd at Walton Riverwood Ln SE / First",,33.875775,-84.459242,,,,,,0
873,921022,"Cobb Pkwy at Galleria Pkwy",,33.881835,-84.465853,,,,,,0
